Codice;Priorità;Titolo;Num_Domande;Domande;Categoria
Mp.sw.2.r2;MEDIUM;¿Se realizan auditorías de código fuente?;71;"¿Se dispone de una política de protección de datos o se referencia la protección de datos en la política de seguridad de la información? | En su caso, ¿se ha designado un Delegado de Protección de Datos (DPD) y ha sido dicha designación notificada a la AEPD, especialmente si la organización pertenece al sector público o se ve afectada por los supuestos del art. 37.1 RGPD y 34 LOPDGDD? | ¿Se dispone de un registro de las actividades de tratamiento (RAT), que distinga los tratamientos como responsable y como encargado del tratamiento? | ¿Se ha determinado la necesidad/conveniencia de realizar una EIPD para determinados tratamientos? | ¿El análisis de riesgos tiene en cuenta la protección de datos personales? | ¿Se da cumplimiento al deber de informar por parte de la organización y se ha establecido un procedimiento para el ejercicio de derechos por parte de los interesados? | ¿Se identifica los incidentes de seguridad que afectan a datos personales, desencadenando acciones específicas como puede ser dar aviso al DPD? | Los incidentes de seguridad que consistan en una brecha de seguridad ¿Contemplan procedimientos frente a las violaciones de datos personales y la evaluación de si se requiere dar aviso a la AEPD o autoridad de control correspondiente y, en su caso, a los propios interesados? | ¿Se ha establecido alguna escala de calificación para la información sensible, como puede ser información ‘USO OFICIAL”, o bien se ha establecido una escala sujeta a normativa legal como es el caso de los sistemas que manejan información clasificada: (‘SECRETO’, ‘RESERVADO’, ‘CONFIDENCIAL’ o ‘DIFUSIÓN LIMITADA’? | ¿Se ha establecido algún ámbito de distribución o difusión de la información, como puede ser información ‘pública’, ‘de uso interno’, ‘restringida’, etc.? | ¿Se han establecido medidas de seguridad específicas, en función del nivel de seguridad de la información de que se trate, o de su calificación, en relación al tratamiento realizado respecto a ella? | ¿La PSI, o alguna norma interna o procedimiento que la desarrolle, recoge directa o indirectamente los criterios que en la organización determinan el nivel de seguridad requerido, atendiendo a la categorización del sistema y la valoración de los servicios soportados y la información manejada por éstos? | ¿El responsable de cada información sigue los criterios determinados en el ENS para asignar a cada información el nivel de seguridad requerido, y es responsable de su documentación y aprobación formal? | ¿Se le ha otorgado en exclusiva al responsable de cada información la potestad de modificar el nivel de seguridad requerido, de acuerdo a las disposiciones del ENS? | Tratándose de una Administración Pública, ¿se utilizan cualesquiera de los procedimientos y formas señalados en la Ley 39/2015, en la Ley 40/2015, ambas de 1 de octubre, y en la Ley 6/2020, de 11 de noviembre, en relación con la utilización de certificados electrónicos para firma electrónica, sello electrónico y autenticación de sitio web u otros mecanismos admitidos por la normativa vigente? NOTA: Únicamente debe considerarse la firma electrónica en el ámbito del sistema de información, como puede ser en un portal web o en la sede electrónica que se encuentren en el alcance. | Tratándose de un proveedor de la Administración Pública (como lo son todas las organizaciones obligadas por el ENS), ¿Se emplean asimismo certificados electrónicos reconocidos o cualificados para aquellos servicios que le presta a la Administración? | ¿Se emplean certificados electrónicos cualificados de proveedores que consten en la relación oficial española o europea? | Tratándose de un prestador de servicios de confianza, por ejemplo, una CA emisora de certificados electrónicos, ¿cumple con la normativa vigente en España, como es la Ley 6/2020, de 11 de noviembre, reguladora de determinados aspectos de los servicios electrónicos de confianza? ¿está certificado eIDAS? | ¿Se aplican los sellos de tiempo a aquella información que sea susceptible de ser utilizada como evidencia electrónica en el futuro? | Los datos pertinentes para la verificación posterior de la fecha ¿son tratados con la misma seguridad que la información fechada a efectos de disponibilidad, integridad y confidencialidad? | ¿Se renuevan regularmente los sellos de tiempo, hasta que la información protegida ya no sea requerida por el proceso administrativo al que da soporte? ¿Cómo se aplica el procedimiento de resellado? | ¿Se emplean ""sellos cualificados de tiempo electrónicos"" atendiendo a lo dispuesto en el Reglamento (UE) nº 910/2014 (eIDAS), relativo a la identificación electrónica, y normativa de desarrollo? | Para el Sellado de Tiempo ¿se utilizan productos certificados, según se determina en [op.pl.5]? | ¿Se asigna una fecha y hora a los documentos electrónicos, conforme a lo establecido en la guía CCN-STIC-807 Criptología de empleo en el ENS? | ¿Se dispone de normativa específica que obligue a revisar, y en su caso a eliminar, los metadatos de un documento, especialmente antes de que éste abandone el perímetro de la organización, por ejemplo, subido a un portal web o adjunto a un correo electrónico? | ¿Se dispone de herramientas automáticas de revisión y limpieza de metadatos o, en su defecto, de documentación que expliquen cómo llevarlo a cabo manualmente en función del tipo de documento? | ¿Se realizan copias de seguridad con la periodicidad y plazos de retención requeridos por los servicios que soporta el sistema de información? | ¿Las copias de seguridad se realizan acorde a lo que se determinan en normativa y/o procedimientos relativos a copias de seguridad? | ¿La normativa de copias de seguridad está armonizada con el RPO calculado en el BIA, caso de disponerse de este último? | ¿Si la herramienta informa, se ha determinado cómo actuar en caso de fallo en su realización? | Si se externalizan las copias ¿Se reciben informes detallados del proveedor? | ¿Se prueban regularmente los procedimientos de copia de seguridad y restauración, con una frecuencia dependiendo de la criticidad de los datos y del impacto que causaría la falta de disponibilidad? ¿se ha determinado como actuar en el caso de detectarse desviaciones respecto a lo previsto? | ¿Los procedimientos de respaldo establecen la frecuencia de las copias de seguridad? | ¿Los procedimientos de respaldo establecen la necesidad de realizar copias semanales, mensuales, etc., adicionalmente a las copias diarias? | ¿Los procedimientos de respaldo establecen los controles para el acceso autorizado a las copias de respaldo? | ¿Los procedimientos de respaldo establecen los requisitos de almacenamiento en el propio lugar en que se realizan las copias? | ¿La normativa de respaldo establece los requisitos de almacenamiento en otros lugares? | ¿Al menos una de las copias de seguridad se almacena de forma separada en lugar diferente, de tal manera que un incidente no pueda afectar simultáneamente tanto al repositorio original como a la copia? | ¿Se protege la información distribuida por medio de correo electrónico, tanto en el cuerpo de los mensajes, como en los anexos? ¿Si se emplea criptografía, ésta es acorde con la información a proteger? | ¿Se protege el servidor de correo electrónico, cuando es interno y/o gestionado por la propia organización, mediante una arquitectura y configuración de seguridad adecuadas a la relevancia del servicio de correo dentro del sistema de información, atendiendo a lo dispuesto en [op.exp.2]? | ¿Se dispone de herramientas de filtrado del correo no deseado o ‘spam’? | ¿Se dispone de herramientas de protección contra el código dañino que pueda estar presente en los mensajes de correo electrónico? | ¿Se dispone de herramientas que detecten el código móvil de tipo micro aplicación, en su expresión inglesa ‘applet’? | ¿Se establecen en la normativa limitaciones al uso del correo electrónico como soporte de comunicaciones privadas? | ¿Se organizan actividades de concienciación y formación relativas al uso del correo electrónico? | ¿Se evita que el servidor ofrezca acceso a los documentos por vías alternativas al protocolo determinado? | ¿Se previenen ataques de manipulación de URL? | ¿Se previenen ataques de manipulación de ‘cookies’? | ¿Se previenen ataques de inyección de código? | ¿Se previenen intentos de escalado de privilegios? | ¿Se previenen ataques de ‘cross site scripting’? | ¿Se realizan auditorías técnicas de seguridad de “caja negra”, de forma periódica, sobre las aplicaciones web durante la fase de desarrollo y antes de la fase de producción? | ¿La frecuencia de las auditorías técnicas de seguridad está definido en un procedimiento de auditoría? | ¿Se realizan auditorías de seguridad de “caja blanca” sobre las aplicaciones web durante la fase de desarrollo? | ¿Se emplean metodologías definidas y herramientas automáticas de detección de vulnerabilidades en la realización de las auditorías técnicas de seguridad sobre las aplicaciones web? | Una vez finalizada una auditoría técnica de seguridad, ¿se analizan los resultados y se solventan las vulnerabilidades encontradas mediante los procedimientos elaborados al efecto para la gestión de cambios? | ¿Se ha establecido una normativa destacando el uso de internet que se autoriza y las limitaciones de uso personal? ¿se concreta el uso permitido de conexiones cifradas? | ¿Se llevan a cabo regularmente actividades de concienciación sobre higiene en la navegación web, fomentando el uso seguro y alertando de usos incorrectos? | ¿Se forma al personal encargado de la administración del sistema en monitorización del servicio y respuesta a incidentes? | ¿Se protege la información de resolución de direcciones web y de establecimiento de conexiones? | ¿Se protege a la organización en general y al puesto de trabajo en particular frente a problemas que se materializan vía navegación web? | ¿Se protege contra la actuación de programas dañinos tales como páginas activas, descargas de código ejecutable, etc., previniendo la exposición del sistema a vectores de ataque del tipo spyware, ransomware, etc.? | ¿Se ha establecido una política ejecutiva de control de cookies? | ¿Se registra el uso de la navegación web, estableciendo los elementos que se registran, el periodo de r tención de estos registros y el uso que el organismo prevé hacer de ellos? | ¿Se ha establecido una función para la ruptura de canales cifrados a fin de inspeccionar su contenido, indicando qué se analiza, qué se registra, durante cuánto tiempo se retienen los registros y qué uso prevé hacer el organismo de estas inspecciones? | ¿Se ha establecido una lista negra de destinos vetados? | ¿Se ha planificado y dotado al sistema de capacidad suficiente para atender a la carga prevista con holgura? | ¿Se han desplegado tecnologías para prevenir los ataques conocidos? | ¿Se ha establecido un sistema de detección y tratamiento de ataques de denegación de servicio (DoS y DDoS)? | ¿Se han establecido procedimientos de reacción a los ataques, incluyendo la comunicación con el proveedor de comunicaciones? | ¿Se dispone de un acuerdo suscrito con el proveedor de comunicaciones para que aporte protección frente a ataques de denegación de servicio como alternativa o complemento a los medios propios de detección y respuesta?";ANEXO II-MEDIDAS DE PROTECCIÓN
Op.acc.1;HIGH;Identificación;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.1;HIGH;¿Se dispone de un control de acceso comprendiendo un conjunto de actividades preparatorias y ejecutivas tendentes a permitir o denegar a una entidad, usuario o proceso, el acceso a un recurso del sistema para la realización de cualquier acción?;6;Si se utiliza un identificador único, ¿se emplean métodos de identificación previstos en la normativa de aplicación, entre ellos, sistemas de clave concertada y cualquier otro que las administraciones consideren válido? | Cada entidad (entidad, usuario o proceso) que accede al sistema, ¿cuenta con un identificador singular que permita conocer el destinatario y asignarle los derechos de acceso que le correspondan? | Cuando el usuario tiene diferentes roles frente al sistema (como ciudadano o usuario final, como trabajador del organismo o como administrador de los sistemas, por ejemplo), ¿se le asignan identificadores singulares para cada perfil, de forma que se recaben los correspondientes registros de actividad en base a los privilegios correspondientes a cada perfil para poder conocer las acciones realizadas? | Cuando el usuario deja la organización, cuando el usuario cesa en la función para la cual se requería la cuenta de usuario o, cuando la persona que la autorizó da orden en sentido contrario ¿Son deshabilitadas/bloqueadas inmediatamente las cuentas de usuario? | Una vez deja de ser necesaria una cuenta, ¿Se retiene deshabilitada durante un período finito y determinado para atender a las necesidades de trazabilidad de los registros asociados a la misma, antes de su eliminación? | En las comunicaciones electrónicas, ¿las partes intervinientes se identifican con los mecanismos previstos alineados con el Reglamento (UE) 910/2014 del Parlamento Europeo y del Consejo (Reglamento eIDAS) y con la Ley 6/2020, de 11 de noviembre, reguladora de determinados aspectos de los servicios electrónicos de confianza?;ANEXO II -MARCO OPERACIONAL
Op.acc.1.r1;HIGH;¿La identificación del usuario permite al Responsable del sistema y/o al Responsable de la seguridad del sistema singularizar a la persona asociada al mismo, así como sus responsabilidades en el sistema?;2;¿Los datos de identificación son utilizados por el sistema para determinar los privilegios del usuario conforme a los requisitos de control de acceso establecidos en la documentación de seguridad? | ¿Se dispone de una lista actualizada de usuarios autorizados para acceder a los diferentes recursos, mantenida por el personal de administración (Responsable/Administrador del Sistema y/o Responsable/Administrador de la Seguridad del sistema)?;ANEXO II -MARCO OPERACIONAL
Op.acc.2;HIGH;Requisitos de acceso;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.2;HIGH;¿Los recursos del sistema están protegidos con algún mecanismo que impida su utilización, salvo por las entidades que disfruten de derechos de acceso suficientes?;3;¿Se han determinado y se conocen las personas responsables de los diferentes recursos del sistema de información? | ¿Los derechos de acceso de cada recurso, se establecen según las decisiones de la persona responsable del recurso, ateniéndose a la política y/o normativa de seguridad del sistema? | ¿Se controla el acceso a los componentes del sistema operativo, y a sus ficheros o registros de configuración?;ANEXO II -MARCO OPERACIONAL
Op.acc.2.r1;HIGH;¿Se gestionan los privilegios de los usuarios de forma armonizada con los recursos del sistema a los que tengan, o no, necesidad de acceder?;2;¿Disponen todos los usuarios autorizados de un conjunto de atributos de seguridad (privilegios) que puedan ser mantenidos individualmente? | ¿Se han implementado los privilegios de acceso de modo que restrinjan con la suficiente granularidad el tipo de acceso que un usuario pueda tener (lectura, escritura, modificación, borrado, etc.)?;ANEXO II -MARCO OPERACIONAL
Op.acc.2.r2;HIGH;¿Se dispone de soluciones que permiten establecer controles de acceso a los dispositivos en función de la política de seguridad de la organización?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.3;HIGH;Segregación de funciones y tareas;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.3;HIGH;¿Se segregan aquellas funciones que, ante determinadas circunstancias, podrían culminar en conflicto de interés como, por ejemplo, desarrollo y operación?;2;¿Se evita, siempre que sea posible, que las capacidades de desarrollo y operación recaigan en la misma persona o en el mismo equipo? | ¿Se evita, siempre que sea posible, ¿que las personas que autorizan sean las mismas que controlan el uso?;ANEXO II -MARCO OPERACIONAL
Op.acc.3.r1;HIGH;;2;¿Se evita, siempre que sea posible, que una misma persona aúne funciones de configuración y de mantenimiento del sistema? | ¿Quienes realizan funciones de auditoría o supervisión, no realizan ninguna otra función relacionada con lo auditado o supervisado?;ANEXO II -MARCO OPERACIONAL
Op.acc.3.r2;HIGH;;1;¿Se dispone de cuentas con privilegios de auditoría, estrictamente controladas y personalizadas?;ANEXO II -MARCO OPERACIONAL
Op.acc.4;HIGH;¿Se gestionan los derechos de acceso, en base al principio de mínimo privilegio?;6;¿Está cualquier acceso prohibido, salvo que se disponga de autorización expresa? | ¿Se aplica una política de mínimo privilegio que reduce al mínimo imprescindible para cumplir con sus obligaciones los privilegios de cada entidad, usuario o proceso? | ¿Se asignan los privilegios de forma que las entidades, usuarios o procesos únicamente acceden al conocimiento de aquella información requerida para cumplir sus obligaciones o funciones? | ¿Únicamente el personal con competencia para ello, puede conceder, alterar o anular la autorización de acceso a los recursos, conforme a los criterios establecidos por el responsable de los mismos? | ¿Se revisan los permisos de acceso de forma periódica? | ¿Se ha establecido una política específica de acceso remoto, que señale la obligación de requerirse autorización expresa?;ANEXO II -MARCO OPERACIONAL
Op.acc.4;HIGH;Proceso de gestión de derechos de acceso;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5;HIGH;Mecanismos de autenticación (usuarios externos);0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5;HIGH;¿Se mantiene la seguridad de las cuentas y las credenciales de los usuarios externos, mediante mecanismos de control de acceso?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r1;HIGH;¿Se emplea una contraseña como mecanismo de autenticación, con garantías razonables?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r2;HIGH;¿Se requiere una contraseña de un solo uso (OTP) como complemento a la contraseña de usuario?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r3;HIGH;¿Se emplean certificados cualificados como mecanismo de autenticación?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r4;HIGH;¿Se emplean certificados en soporte físico (tarjeta o similar) como mecanismo de autenticación?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r5;HIGH;¿Se registran los accesos, o su intento, y se informa al usuario?;2;¿El sistema registra los accesos con éxito y los fallidos? | ¿Se le informa al usuario del último acceso efectuado con su identidad?;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r6;HIGH;¿Se definen puntos en los que el sistema requiere una renovación de la autenticación del usuario?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.5.r7;HIGH;¿Se suspenden las credenciales tras un período definido de no utilización?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6;HIGH;Mecanismos de autenticación (usuarios de la organización);0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6;HIGH;¿Se dispone implementados mecanismos de control de acceso, alineados con el proceso de altas y bajas de empleados / usuarios internos de la organización?;9;¿Se activan las credenciales únicamente cuando éstas están bajo el control exclusivo y efectivo del usuario, o se fuerza un cambio de credenciales al primer acceso del mismo? | Antes de proporcionar las credenciales a los usuarios, ¿estos han conocido y aceptado la política de seguridad del organismo en los aspectos que les afecten? | ¿Reconoce el usuario que ha recibido las credenciales y que conoce y acepta las obligaciones que implica su tenencia, en particular, el deber de custodia diligente, protección de su confidencialidad y notificación inmediata en caso de pérdida? | ¿Se cambian las credenciales con la periodicidad marcada por la política de la organización? | ¿Se retiran y deshabilitan las credenciales cuando la entidad (persona, equipo o proceso) que se autentica termina su relación con el sistema? | ¿Se deshabilitan o regeneran las credenciales cuando se detecta o sospecha su pérdida o revelación a personas no autorizadas? | ¿Se previenen ataques que puedan revelar información del sistema sin llegar a acceder al mismo? ¿la información suministrada en los accesos se restringe a la mínima imprescindible? | ¿Se limita el número de intentos permitidos, bloqueando la oportunidad de acceso una vez superado tal número, requiriendo la intervención de los administradores de seguridad para reactivar la cuenta? | ¿Informa el sistema al usuario de sus obligaciones inmediatamente después de obtener éste el acceso?;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r1;HIGH;¿Se emplea una contraseña como mecanismo de autenticación, con garantías razonables?;2;Si se emplea una contraseña como mecanismo de autenticación, ¿se verifica que el acceso se realiza únicamente desde zonas controladas y sin atravesar zonas no controladas? | Si se emplean contraseñas o similares, ¿se imponen normas de longitud, complejidad mínima y robustez, frente a ataques de adivinación?;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r2;HIGH;¿Se requiere un segundo factor tal como «algo que se tiene», es decir, un dispositivo, una contraseña de un solo uso (OTP, en inglés) como complemento a la contraseña de usuario, o «algo que se es»?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r3;HIGH;¿Se emplean certificados cualificados como mecanismo de autenticación?;1;¿Se encuentra protegido el uso del certificado mediante un segundo factor, del tipo PIN o biométrico?;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r4;HIGH;¿Se emplean certificados cualificados en soporte físico (tarjeta o similar) como mecanismo de autenticación?;1;¿Se encuentra protegido el uso del certificado mediante un segundo factor, del tipo PIN o biométrico?;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r5;HIGH;¿Se registran las trazas de acceso y se informa de la más reciente al usuario?;2;¿Se registran tanto los accesos fallidos, como los que han tenido éxito? | ¿Se informa al usuario del último acceso realizado con su identidad?;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r6;HIGH;¿Se han definido aquellos puntos en los que el sistema requiere de una renovación de la autenticación del usuario, mediante identificación singular, no bastando con la sesión establecida?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r7;HIGH;¿Se suspenden las credenciales tras un periodo definido de no utilización?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r8;HIGH;¿Se requiere un doble factor de autenticación para el acceso desde zonas no controladas (R2, R3 o R4)?;0;;ANEXO II -MARCO OPERACIONAL
Op.acc.6.r9;HIGH;Respecto a los accesos remotos ¿Se contemplan aspectos de seguridad y autorización?;5;¿Se han implementado los requisitos de seguridad que resultan de la aplicación de la ITS de Interconexión de sistemas de información, cuando ésta se promulgue, o en su defecto la guía CCN-STIC 811 sobre Interconexión en el ENS? | ¿Los accesos remotos son autorizados por la autoridad correspondiente en la organización? | ¿Está cifrado el tráfico de los accesos remotos? | Si la utilización de determinado acceso remoto no se produce de manera constante, ¿se encuentra éste deshabilitado, volviéndole a habilitar únicamente cuando sea necesario? | ¿Se recogen registros de auditoría de este tipo de conexiones?;ANEXO II -MARCO OPERACIONAL
Op.exp.1;MEDIUM;Inventario de activos;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.1;MEDIUM;¿Se dispone de un inventario de todos los elementos del sistema?;3;¿Se mantiene el inventario de activos actualizado, quedando claramente definido quién(es) tiene(n) dicha responsabilidad? | Especialmente para categorías MEDIA y ALTA, ¿se realizan verificaciones periódicas respecto a la exactitud del inventario? | ¿Se detalla en el inventario la naturaleza de cada activo, identificando a su responsable?;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r1;MEDIUM;¿Forma parte del inventario el etiquetado del equipamiento y del cableado?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r2;MEDIUM;¿Se dispone de herramientas que permitan visualizar de forma continua el estado de todos los equipos en la red?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r3;MEDIUM;¿Se dispone de herramientas que permitan categorizar los activos críticos por contexto de la organización y riesgos de seguridad?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r4;MEDIUM;¿Se mantiene actualizada una relación formal de los componentes software de terceros, empleados en el despliegue del sistema?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.10;MEDIUM;Protección de claves criptográficas;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.10;MEDIUM;¿Se gestionan de forma segura las claves criptográficas?;3;¿Se protegen las claves criptográficas durante todo su ciclo de vida? | ¿Los medios de generación de claves están aislados de los medios de explotación? | Las claves retiradas de operación que deban ser archivadas, ¿lo son en medios aislados de los de explotación?;ANEXO II -MARCO OPERACIONAL
Op.exp.10.r1;MEDIUM;¿Se emplean algoritmos y parámetros autorizados por el CCN para generar las claves criptográficas?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.10.r2;MEDIUM;¿Se emplean cifradores que cumplan con los requisitos establecidos en la guía CCN-STIC que sea de aplicación?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.2;MEDIUM;Configuración de seguridad;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.2;MEDIUM;¿Se realiza una configuración de seguridad (bastionado) a los equipos, previamente a su puesta en producción?;4;¿Se han configurado los equipos, previamente a su entrada en operación, retirándoles cuentas y contraseñas standard? | ¿Se han configurado los equipos, previamente a su entrada en operación, aplicándoles la regla de ‘mínima funcionalidad’, es decir, que el sistema proporcione la funcionalidad mínima imprescindible para que la organización alcance sus objetivos? | ¿Se han configurado los equipos, previamente a su entrada en operación, de manera que se aplique la regla de ‘seguridad por defecto’? | ¿Se han configurado y gestionado las máquinas virtuales, previamente a su entrada en operación, de un modo igual de seguro al empleado para las máquinas físicas?;ANEXO II -MARCO OPERACIONAL
Op.exp.3;MEDIUM;¿Se gestiona de forma continua la configuración de los componentes del sistema?;6;¿Se gestiona de forma continua la configuración de los componentes del sistema, manteniéndose en todo momento la regla de ‘funcionalidad mínima’? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, manteniéndose en todo momento la regla de ‘mínimo privilegio’? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema se adapta a las posibles nuevas necesidades, previamente autorizadas? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema reacciona a posibles vulnerabilidades notificadas? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema reacciona a posibles incidentes? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que la configuración de seguridad únicamente puede editarse por personal debidamente autorizado?;ANEXO II -MARCO OPERACIONAL
Op.exp.3;MEDIUM;Gestión de la configuración de seguridad;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r1;MEDIUM;¿Se dispone, para los componentes del sistema, de configuraciones autorizadas, mantenidas y verificadas, junto a la identificación de servicios autorizados?;3;¿Se dispone de configuraciones hardware/software autorizadas y mantenidas regularmente para los servidores, elementos de red y estaciones de trabajo? | ¿Se verifica periódicamente la configuración hardware/software del sistema, para asegurarse que no se han introducido ni instalado elementos no autorizados? | ¿Se mantiene una lista de servicios autorizados para servidores y estaciones de trabajo?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r2;MEDIUM;¿Se han establecido responsabilidades sobre la configuración de seguridad del sistema?;1;¿La configuración de seguridad del sistema operativo y aplicaciones, tanto de estaciones y servidores, como de la electrónica de red del sistema, es responsabilidad de un número muy limitado de administradores del sistema?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r3;MEDIUM;¿Se realizan copias de seguridad de la configuración del sistema?;1;¿Se realizan copias de seguridad de la configuración del sistema de forma que sea posible reconstruir éste, en parte o en su totalidad, tras un incidente?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r4;MEDIUM;¿Se mantiene actualizada la configuración de seguridad del sistema operativo y de las aplicaciones?;1;¿La configuración de seguridad del sistema operativo y de las aplicaciones se mantiene actualizada a través de una herramienta automática, o mediante un procedimiento manual, que permite la instalación de las correspondientes modificaciones de versión y actualizaciones de seguridad oportunas?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r5;MEDIUM;¿Se dispone de herramientas de monitorización de la seguridad?;1;¿Se dispone de herramientas que permitan conocer el estado de seguridad de la configuración de los dispositivos de red de forma periódica y, en el caso de que resulte deficiente, poder corregirlo?;ANEXO II -MARCO OPERACIONAL
Op.exp.4;MEDIUM;Mantenimiento y actualizaciones de seguridad;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.4;MEDIUM;¿Se realiza, de forma sistemática, el mantenimiento del equipamiento físico y lógico del sistema?;3;¿En lo relativo a instalación y mantenimiento del equipamiento físico y lógico que constituye el sistema, se atiende a las especificaciones de los fabricantes? | ¿Se dispone de un procedimiento para analizar, priorizar y determinar cuándo aplicar las actualizaciones de seguridad, parches, mejoras y nuevas versiones? | ¿El mantenimiento es realizado únicamente por personal debidamente autorizado?;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r1;MEDIUM;Antes de poner en producción una nueva versión o una versión parcheada, ¿se comprueba en un entorno de prueba controlado, consistente en cuanto a configuración con el entorno de producción, que la nueva instalación funciona correctamente y no disminuye la eficacia de las funciones necesarias para el trabajo diario?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r2;MEDIUM;Antes de la aplicación de las configuraciones, parches y actualizaciones de seguridad, ¿se prevé un mecanismo de vuelta atrás para revertirlos en caso de la aparición de efectos adversos?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r3;MEDIUM;¿Se comprueba de forma periódica la actualización e integridad del firmware utilizado en los dispositivos hardware del sistema (infraestructura de red, BIOS, etc.)?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r4;MEDIUM;¿Se despliega una estrategia de monitorización continua de amenazas?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.5;MEDIUM;¿Se gestionan los cambios que se realizan en el sistema de información?;6;¿Se planifican los cambios para reducir el impacto sobre la prestación de los servicios afectados? | Para cada petición de cambio ¿se registra suficiente información para que quien deba autorizarla no tenga dudas al respecto y pueda gestionarla hasta su desestimación o implementación? | Las pruebas de preproducción, siempre que sea posible realizarlas, ¿se efectúan en equipos equivalentes a los de producción, al menos en los aspectos específicos del cambio? | ¿Se determina mediante análisis de riesgos si los cambios son relevantes para la seguridad del sistema? ¿Se puede evidenciar que aquellos cambios que implican una situación de riesgo ALTO son aprobados explícitamente, de forma previa a su implementación, por el Responsable de Seguridad además de quienes tengan competencia asignada para ello? | Una vez implementado un cambio, ¿Se realizan las pruebas de aceptación convenientes? | Si las pruebas de aceptación son positivas, ¿se actualiza la documentación de configuración (diagramas de red, manuales, el inventario, etc.), siempre que proceda?;ANEXO II -MARCO OPERACIONAL
Op.exp.5;MEDIUM;Gestión de cambios;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.5.r1;MEDIUM;¿Se prevé algún mecanismo de vuelta atrás de los cambios, se documentan éstos y se notifican al Responsable de Seguridad los fallos detectados?;3;Antes de la aplicación de los cambios, ¿se prevé un mecanismo de vuelta atrás para revertirlos en caso de la aparición de efectos adversos? | Tras la implantación de un cambio ¿son comunicados al responsable designado en la estructura de seguridad todos los fallos detectados en el software y en el hardware? | ¿Se documentan todos los cambios, incluyendo una valoración del impacto que dicho cambio supone en la seguridad del sistema?;ANEXO II -MARCO OPERACIONAL
Op.exp.6;MEDIUM;Protección frente a código dañino;0;;ANEXO II -MARCO OPERACIONAL
