source_id,source_text,target_id,target_text,label
CCF 39,[The Organization] uses mechanisms to detect direct changes to the integrity of customer data and personal information; [The Organization] takes action to resolve confirmed unauthorized changes to data.,CCM-03.8,The CSP shall document and implement a procedure that ensures the integrity of the test data used in pre-production,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-01.2,"The CSP shall define at least two security areas, with one covering all buildings and premises and one covering sensitive activities such as the buildings and premises hosting the information system for the production of the service PS01-3 The CSP shall define at least an additional private area that may host development activities and administration, supervision and operation workstations",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-01.6,The CSP shall define and communicate a set of security requirements for each security area in a policy according to SP-02,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.1,"The CSP shall document, communicate and implement policies and procedures related to the physical access control to the security areas matching the requirements defined in PS-01 and based on the principles defined in IAM-01",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.2,The access control policy shall require at least one authentication factor for accessing any non-public area,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.7,The CSP shall display at the entrance of all non-public perimeters a warning concerning the limits and access conditions to these perimeters,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.8,The CSP shall protect security perimeters with security measures to detect and prevent unauthorised access in a timely manner so that it does not compromise the information security of the cloud service,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-05.1,"The CSP shall document and communicate a set of security requirements related to external and environmental threats in a policy according to SP-02, addressing the following risks in accordance with the applicable legal and contractual requirements:  Faults in planning;  Unauthorised access;  Insufficient surveillance;  Insufficient air-conditioning;  Fire and smoke;  Water;  Power failure; and  Air ventilation and filtration.",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",IAM-01.2,"The CSP shall link the access control policy defined in IAM-01.1 with the physical access control policy defined in PS-02.1, to guarantee that the access to the premises where information is located is also controlled.",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-01.7,"The security requirements in PS-01.5 shall be based on the security objectives of the information security policy, identified protection requirements for the cloud service and the assessment of risks to physical and environmental security",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.3,The access control policy shall require at least two authentication factors are used for access to sensitive areas and to areas hosting system components that process cloud customer data,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-05.2,The security requirements defined in PS-05.1 for datacentres shall be based on criteria which comply with established rules of technology,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",OPS-09.4,The physical and environmental security measures at the remote site shall have the same level as at the main site,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-01.4,The CSP shall ensure that no direct access exists between a public area and a sensitive area,1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-01.5,"The CSP shall ensure that all delivery, loading areas, and other points through which unauthorised persons can penetrate into the premises without being accompanied are part of the public area",1
CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",PS-02.10,The logging of accesses shall be automatically monitored to guarantee fulfilment of PS-02.9,1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-04.1,"The CSP shall document, communicate, and implement policies and procedures concerning the protection of equipment and including at least the following aspects:  Protecting power and communications cabling from interception, interference or damage;  Protecting equipment during maintenance operations;  Protecting equipment holding customer data during transport.",1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-05.1,"The CSP shall document and communicate a set of security requirements related to external and environmental threats in a policy according to SP-02, addressing the following risks in accordance with the applicable legal and contractual requirements:  Faults in planning;  Unauthorised access;  Insufficient surveillance;  Insufficient air-conditioning;  Fire and smoke;  Water;  Power failure; and  Air ventilation and filtration.",1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-04.2,"The procedures defined in PS-04.1 shall include a procedure to check the protection of power and communications cabling, to be performed regularly, at least every two years, as well as in case of suspected manipulation by qualified personnel",1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-05.2,The security requirements defined in PS-05.1 for datacentres shall be based on criteria which comply with established rules of technology,1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-05.6,The CSP shall check the effectiveness of the redundancy at least once a year by suitable tests and exercises (cf. BCM-04),1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",OPS-09.4,The physical and environmental security measures at the remote site shall have the same level as at the main site,1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-04.6,"The policies and procedures in PS-04.1 shall include measures to ensure that the conditions for installation, maintenance and servicing of the related technical equipment (e.g., electrical power, air conditioning, fire protection) are compatible with the cloud service’s availability and security requirements",1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-05.3,The security requirements defined in PS-05.1 for datacentres shall include time constraints for self-sufficient operation in the event of exceptional events and maximum tolerable utility downtime,1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",PS-05.4,"The security requirements defined in PS-05.1 for datacentres shall include tests of physical protection and detection equipment, to be performed at least annually",1
CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",OPS-16.2,The CSP shall design the system components for logging and monitoring in such a way that the overall functionality is not restricted if individual components fail,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-01.1,The CSP shall define security perimeters in the buildings and premises related to the cloud service provided,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-02.1,"The CSP shall document, communicate and implement policies and procedures related to the physical access control to the security areas matching the requirements defined in PS-01 and based on the principles defined in IAM-01",1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-02.7,The CSP shall display at the entrance of all non-public perimeters a warning concerning the limits and access conditions to these perimeters,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-02.8,The CSP shall protect security perimeters with security measures to detect and prevent unauthorised access in a timely manner so that it does not compromise the information security of the cloud service,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-05.1,"The CSP shall document and communicate a set of security requirements related to external and environmental threats in a policy according to SP-02, addressing the following risks in accordance with the applicable legal and contractual requirements:  Faults in planning;  Unauthorised access;  Insufficient surveillance;  Insufficient air-conditioning;  Fire and smoke;  Water;  Power failure; and  Air ventilation and filtration.",1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-01.7,"The security requirements in PS-01.5 shall be based on the security objectives of the information security policy, identified protection requirements for the cloud service and the assessment of risks to physical and environmental security",1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-05.2,The security requirements defined in PS-05.1 for datacentres shall be based on criteria which comply with established rules of technology,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,OPS-09.4,The physical and environmental security measures at the remote site shall have the same level as at the main site,1
CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,PS-01.4,The CSP shall ensure that no direct access exists between a public area and a sensitive area,1
CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,DOC-03.1,"The CSP shall provide comprehensible and transparent information on:  Its jurisdiction; and  System component locations, including its subcontractors, where the cloud customer's data is processed, stored and backed up.",1
CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,DOC-03.3,"The CSP shall provide information about  The locations from administration and supervision may be carried out on the cloud service;  The locations to which any cloud customer data, meta-data or derived data may be transferred, processed or stored.",1
CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,PSS-05.1,The CSP shall allow the CSC to specify the locations (location/country) of the data processing and storage including data backups according to the contractually available options,1
CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,PSS-05.2,All CSP commitments regarding locations of data processing and storage shall be enforced by the cloud service architecture,1
CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,DOC-03.4,"The CSP shall document the locations from which it conducts support operations for clients, and it shall document the list of operations that can be carried by client support in each location December 2020",1
CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",PS-02.1,"The CSP shall document, communicate and implement policies and procedures related to the physical access control to the security areas matching the requirements defined in PS-01 and based on the principles defined in IAM-01",1
CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",IAM-01.2,"The CSP shall link the access control policy defined in IAM-01.1 with the physical access control policy defined in PS-02.1, to guarantee that the access to the premises where information is located is also controlled.",1
CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",PS-02.3,The access control policy shall require at least two authentication factors are used for access to sensitive areas and to areas hosting system components that process cloud customer data,1
CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",PS-02.6,The access control policy shall describe the time slots and conditions for accessing each area according to the profiles of the users,1
CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",PS-02.10,The logging of accesses shall be automatically monitored to guarantee fulfilment of PS-02.9,1
CCF 48,[The Organization] performs physical access account reviews at least semi-annually; corrective action is taken where applicable.,PS-02.10,The logging of accesses shall be automatically monitored to guarantee fulfilment of PS-02.9,1
CCF 49,"All Physical access is managed through monitoring, maintaining records, and escorting (for visitors). Access records (including visitor access records) to the facilities are kept for at least a year.",PS-02.4,"The access control policy shall include measures to individually track visitors and third-party personnel during their work in the premises and buildings, identified as such and supervised during their stay",1
CCF 49,"All Physical access is managed through monitoring, maintaining records, and escorting (for visitors). Access records (including visitor access records) to the facilities are kept for at least a year.",PS-02.9,The access control policy shall include logging of all accesses to non-public areas that enables the CSP to check whether only defined personnel have entered these zones,1
CCF 53,The cloud service provider defines activities and assets that may/shall/not/shall be used in every security area.,PS-03.3,The CSP shall define a mapping between activities and zones that indicates which activities may/shall not/shall be performed in every security area,1
CCF 53,The cloud service provider defines activities and assets that may/shall/not/shall be used in every security area.,PS-03.4,The CSP shall define a mapping between assets and zones that indicates which assets may/shall not/shall be used in every security area December 2020,1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",IAM-03.2,The automated mechanism in IAM-03.1 shall block personal user accounts under the responsibility of the CSP after two (2) months of inactivity.,1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",IAM-03.4,"The limits on authentication attempts used in mechanism IAM-03.3 for user accounts under the responsibility of the CSP shall be based on the risks on the accounts, associated access rights and authentication mechanisms",1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",IAM-03.9,The CSP shall define and implement an automated mechanism to revoke user accounts that have been blocked by another automatic mechanism after a certain period of time,1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",IAM-03.10,The automated mechanism in IAM-03.9 shall revoke user accounts under the responsibility of the CSP after they have been blocked for six (6) months.,1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",PSS-02.2,The session management system shall include mechanisms that invalidate a session after it has been detected as inactive.,1
CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",IAM-03.12,The CSP shall automatically monitor the environmental conditions of authentication attempts and flag suspicious events to the corresponding user or to authorized persons,1
CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,PS-04.1,"The CSP shall document, communicate, and implement policies and procedures concerning the protection of equipment and including at least the following aspects:  Protecting power and communications cabling from interception, interference or damage;  Protecting equipment during maintenance operations;  Protecting equipment holding customer data during transport.",1
CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,PS-04.8,The CSP shall use encryption on the removable media and the backup media intended to move between security areas according to the sensitivity of the data stored on the media,1
CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,AM-02.2,The policies and procedures for acceptable use and safe handling of assets shall address at least the following aspects of the asset lifecycle as applicable to the asset (reference to ISP- 01) [list in the guidance],1
CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,PS-04.3,The policies and procedures in PS-04.1 shall include a procedure for transferring any equipment containing customer data off-site for disposal that guarantees that the level of protection in terms of confidentiality and integrity of the assets during their transport is equivalent to that on the site,1
CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,PS-04.7,The CSP shall ensure that an equipment containing a media with customer data can be returned to a third party only if the customer data stored on it is encrypted in accordance with CKM-03 or has been destroyed beforehand using a secure deletion mechanism,1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-01.3,The CSP shall record for each asset the information needed to apply the risk management procedure defined in RM-01.,1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-02.1,"The CSP shall document, communicate and implement policies and procedures for acceptable use and safe handling of assets (reference to ISP-01)",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-03.1,"The CSP shall document, communicate and implement a procedure for the commissioning of hardware that is used to provide the cloud service in the production environment, based on applicable policies and procedures",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-05.3,"When applicable, the CSP shall label all assets according to their classification in the asset classification schema",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,PS-04.1,"The CSP shall document, communicate, and implement policies and procedures concerning the protection of equipment and including at least the following aspects:  Protecting power and communications cabling from interception, interference or damage;  Protecting equipment during maintenance operations;  Protecting equipment holding customer data during transport.",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-03.2,"The procedure mentioned in AM-03.1 shall ensure that the risks arising from the commissioning are identified, analysed and mitigated.",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-03.3,"The procedure mentioned in AM-03.1 shall include verification of the secure configuration of the mechanisms for error handling, logging, encryption, authentication and authorisation according to the intended use and based on the applicable policies, before authorization to commission the asset can be granted.",1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,AM-03.6,The approval of the commissioning and decommissioning of hardware shall be digitally documented and automatically monitored.,1
CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,PS-04.6,"The policies and procedures in PS-04.1 shall include measures to ensure that the conditions for installation, maintenance and servicing of the related technical equipment (e.g., electrical power, air conditioning, fire protection) are compatible with the cloud service’s availability and security requirements",1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-02.1,"The CSP shall document, communicate and implement policies and procedures for acceptable use and safe handling of assets (reference to ISP-01)",1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-01.4,The information recorded with assets shall include the measures taken to manage the risks associated to the asset through its life cycle,1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-02.2,The policies and procedures for acceptable use and safe handling of assets shall address at least the following aspects of the asset lifecycle as applicable to the asset (reference to ISP- 01) [list in the guidance],1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-03.6,The approval of the commissioning and decommissioning of hardware shall be digitally documented and automatically monitored.,1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-04.3,"The CSP shall centrally manage the assets under the custody of internal and external employees, including at least software, data, and policy distribution, as well as remote deactivation, deletion or locking, as available on the asset.",1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",AM-04.4,The verification of the commitment defined in AM-04.1 shall be automatically monitored,1
CCF 63,"Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",PS-04.5,The CSP shall ensure that the maintenance agreements for equipment used to host the cloud service make it possible to have security updates installed timely on this equipment,1
CCF 64,Policies and documentation are in place to establish a safe and secure work environment. These policies are reviewed at least annually and updated as necessary. Revision histories and review periods are defined within the policies themselves and Systems Policy Governance Policy. ,PS-03.1,"The CSP shall document, communicate, and implement policies and procedures concerning work in non-public areas",1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",AM-05.3,"When applicable, the CSP shall label all assets according to their classification in the asset classification schema",1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",CKM-03.1,The CSP shall document and implement procedures and technical safeguards to encrypt cloud customers' data during storage,1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",DEV-04.2,"Data contained in the production environments shall not be used in development, test or pre- production environments in order not to compromise their confidentiality",1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",IM-07.4,The CSP shall implement security mechanisms and processes for protecting all the information related to security incidents in accordance with criticality levels and legal requirements in effect,1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",INQ-03.2,The CSP shall document and implement procedures to ensure that government agencies only have access to the data they need to investigate,1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",PS-03.2,The policies and procedures in PS-02.1 shall include a clear screen policy and a clear desk policy for documents and removable media,1
CCF 65,"Data protection policies are in place to help ensure that confidential, personal and sensitive customer data is properly secured and restricted to authorized personnel. Included are policies of how CUI (Controlled Unclassified Information) data is handled.",DEV-04.3,"When non-production environments are exposed through public networks, security requirements shall be equivalent to those defined for production environment",1
CCF 66,"A formal inventory of production system assets is maintained, and any discrepancies are tracked and resolved.",AM-01.1,The CSP shall document and implement policies and procedures for maintaining an inventory of assets,1
CCF 66,"A formal inventory of production system assets is maintained, and any discrepancies are tracked and resolved.",AM-01.3,The CSP shall record for each asset the information needed to apply the risk management procedure defined in RM-01.,1
CCF 66,"A formal inventory of production system assets is maintained, and any discrepancies are tracked and resolved.",AM-01.2,"The inventory shall be performed automatically and/or by the people or teams responsible for the assets to ensure complete, accurate, valid and consistent inventory throughout the asset life cycle",1
CCF 66,"A formal inventory of production system assets is maintained, and any discrepancies are tracked and resolved.",CS-07.3,"In liaison with the inventory of assets (cf. AM-01), the documentation shall include the equipment that provides security functions and the servers that host the data or provide sensitive functions.",1
CCF 66,"A formal inventory of production system assets is maintained, and any discrepancies are tracked and resolved.",AM-01.6,The CSP shall automatically monitor the inventory of assets to guarantee it is up-to-date,1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-01.3,The CSP shall record for each asset the information needed to apply the risk management procedure defined in RM-01.,1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-02.1,"The CSP shall document, communicate and implement policies and procedures for acceptable use and safe handling of assets (reference to ISP-01)",1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-05.1,"The CSP shall define an asset classification schema that reflects for each asset the protection needs of the information it processes, stores, or transmits",1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-05.3,"When applicable, the CSP shall label all assets according to their classification in the asset classification schema",1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-01.4,The information recorded with assets shall include the measures taken to manage the risks associated to the asset through its life cycle,1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-05.2,"The asset classification schema shall provide levels of protection for the confidentiality, integrity, availability, and authenticity protection objectives",1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-05.4,The need for protection shall be determined by the individuals or groups responsible for the assets,1
CCF 67,"Systems assets are labelled in accordance with Systems standards, and have designated owners.",AM-01.5,"The information about assets shall be considered by monitoring applications to identify the impact on cloud services and functions in case of events that could lead to a breach of protection objectives, and to support information provided to affected cloud customers in accordance with contractual agreements",1
CCF 68,The inventory of system assets include assets of the cloud service provided by the cloud service provider.  Cloud service customer data and data derived from the services are explicitly identified by the cloud service provider. ,AM-01.1,The CSP shall document and implement policies and procedures for maintaining an inventory of assets,1
CCF 68,The inventory of system assets include assets of the cloud service provided by the cloud service provider.  Cloud service customer data and data derived from the services are explicitly identified by the cloud service provider. ,AM-01.3,The CSP shall record for each asset the information needed to apply the risk management procedure defined in RM-01.,1
