source_scheme,source_id,source_text,target_scheme,target_id,target_text,original_target_id
Cisco,CCF 117,"ISMS Steering Committee - The Information Security Management System (ISMS) steering committee conducts a formal management review of ISMS scope, risk assessment activities, control implementation, and audit results at least annually.",SecNumCloud,5.2.c | 5.3.c | 6.1.a,"The information security policy must in particular cover the themes addressed to chapters 6 to 19 of this repository. The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement an internal security organization to ensure the definition, implementation and monitoring of the operational operation of information security within its organization.","5.2.c, 5.3.c, 6.1.a"
Cisco,CCF 118,Information Security Program - [The Organization] has an established security leadership team including key stakeholders in Systems Information Security Program; goals and milestones for deployment of the information security program are established and communicated to [The Organization]. ,SpanishENS,mp.info.2,"must be protected by specific security measures, shall bear the corresponding 
markings or metadata indicating the level of security of the information contained with the 
highest rating. 
Reinforcement R1 -Digital Watermark.",mp.info.2
Cisco,CCF 118,Information Security Program - [The Organization] has an established security leadership team including key stakeholders in Systems Information Security Program; goals and milestones for deployment of the information security program are established and communicated to [The Organization]. ,SecNumCloud,6.1.a,"The service provider must document and implement an internal security organization to ensure the definition, implementation and monitoring of the operational operation of information security within its organization.",6.1.a
Cisco,CCF 119,ISMS Boundaries - Information Security Management System (ISMS) boundaries are formally defined in an ISMS scoping document.,SecNumCloud,5.2.c,The information security policy must in particular cover the themes addressed to chapters 6 to 19 of this repository.,5.2.c
Cisco,CCF 120,"Periodic Security Staff Meetings - At least annually, [The Organization] conducts a staff meeting to communicate and align on relevant security threats, program performance, and resource prioritization.",SecNumCloud,6.4.a | 7.3.a,"It is recommended that the service provider maintains appropriate contacts with groups of specialists or recognized sources, in particular to take into account new threats and appropriate security measures to counter them. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must raise awareness of information security and the risks linked to data protection all the persons involved in the provision of the service. He must communicate the updates to relevant policies and procedures within the framework of their missions. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","6.4.a, 7.3.a"
Cisco,CCF 126,Information Security Policies and Review - Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,SpanishENS,mp.info.2,"must be protected by specific security measures, shall bear the corresponding 
markings or metadata indicating the level of security of the information contained with the 
highest rating. 
Reinforcement R1 -Digital Watermark.",mp.info.2
Cisco,CCF 126,Information Security Policies and Review - Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,SecNumCloud,5.2.a | 5.2.b | 5.2.c | 5.2.e | 7.3.a | 8.3.a | 12.1.a | 12.12.a,"The service provider must document and implement an information security policy relating to the service. The information security policy must identify the service provider's commitments regarding compliance with the national legislation and regulations in force according to the nature of the information which could be entrusted by the sponsor to the service provider. The information security policy must in particular cover the themes addressed to chapters 6 to 19 of this repository. The service provider must revise the information security policy annually and with each major change that may have an impact on the service. The service provider must raise awareness of information security and the risks linked to data protection all the persons involved in the provision of the service. He must communicate the updates to relevant policies and procedures within the framework of their missions. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must identify the different security needs of information relating to the service. The service provider must document the operating procedures, keep them up to date and make them accessible to the staff concerned. The service provider must document and implement a procedure forcing administrators under his responsibility to use dedicated terminals for the exclusive realization of administration tasks, in agreement with chapter 4.1 entitled ""Post and administration network"" of [NT_ADMIN]. He must master them and keep them up to date.","5.2.a, 5.2.b, 5.2.c, 5.2.e, 7.3.a, 8.3.a, 12.1.a, 12.12.a"
Cisco,CCF 129,"Cloud Provider Information Security Policy and Risk Review - A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",SecNumCloud,5.2.b | 5.2.c | 6.5.b | 16.1.c | 16.2.a | 16.2.b | 16.2.c,"The information security policy must identify the service provider's commitments regarding compliance with the national legislation and regulations in force according to the nature of the information which could be entrusted by the sponsor to the service provider. The information security policy must in particular cover the themes addressed to chapters 6 to 19 of this repository. Insofar as a project affects or is likely to affect the level of service security, the service provider must warn the sponsor and inform him in writing of potential impacts, measures put in place to reduce these impacts as well as residual risks concerning him. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document any violation of personal data and inform its sponsor. The violation must be notified to the CNIL5 if it presents a risk for the rights and freedoms of the persons concerned. It must be the subject of information to the persons concerned when the risk for their privacy is high. The service provider must document and implement a procedure requiring its employees and third parties participating in the implementation of the service they account for any security incident, proven or suspected as well as any security flaws. The service provider must document and implement a procedure allowing all the sponsors to report any security, proven or suspected and any security fault. The service provider must communicate to the sponsors without delay the security incidents and the associated recommendations to limit the impacts. It should allow the sponsor to choose the severity levels of the incidents for which he wishes to be informed.","5.2.b, 5.2.c, 6.5.b, 16.1.c, 16.2.a, 16.2.b, 16.2.c"
Cisco,CCF 131,"Policies and Standard Review - Systems policies and standards are reviewed, approved by management, and communicated to authorized personnel periodically. Revision histories and review periods are defined within the policies and standards themselves and the [The Organization] Policy Governance Policy.",SecNumCloud,5.2.d | 7.3.a | 9.1.b | 12.1.a,"The service provider must formally approve the information security policy. The service provider must raise awareness of information security and the risks linked to data protection all the persons involved in the provision of the service. He must communicate the updates to relevant policies and procedures within the framework of their missions. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must revise the access control policy annually and to each major change that may have an impact on the service. The service provider must document the operating procedures, keep them up to date and make them accessible to the staff concerned.","5.2.d, 7.3.a, 9.1.b, 12.1.a"
Cisco,CCF 138,"Interface Language - [The Organization] ensure that when dealing with French customers, the interfaces of the service are available in French.",SecNumCloud,19.3.a | 19.3.b,The service provider must ensure that service interfaces accessible to the sponsor are at least available in French. The service provider must provide first -level support in French. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,"19.3.a, 19.3.b"
Cisco,CCF 139,Policy Violation & Non Compliance Consequences - [The Organization] communicates policy violations and policy non-compliance consequences to all [organizational] personnel on a regular basis. ,SecNumCloud,7.2.a | 7.4.a,"The service provider must have an ethics charter integrated into the internal regulations, providing in particular that: - the services are provided with loyalty, discretion and impartiality and under conditions of confidentiality of the information processed; - staff only use the provider's methods, tools and techniques; - the staff undertake not to disclose information to a third party, even anonymized and decontextualized, obtained or generated within the framework of the service without the formal and written authorization of the sponsor; - Staff undertake to report to the service provider any manifestly illicit content discovered during the service; - Staff agree to comply with the national legislation and regulation in force and good practices related to their activities. The service provider must document and implement a disciplinary process applicable to all the people involved in the provision of the service having violated the security policy.","7.2.a, 7.4.a"
Cisco,CCF 140,"Information Security Risk Assessment and developing IT General Control Activities - As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",SecNumCloud,6.2.a,"The service provider must identify the risks associated with accumulation of responsibilities or tasks, take them into account in the assessment of risks and implement measures to reduce these risks.",6.2.a
Cisco,CCF 141,Background Checks - New hired personnel are required to pass a background screening check consistent with local jurisdiction as a condition of their employement.,SecNumCloud,7.1.a,The service provider must document and implement a procedure for verifying information concerning its staff in accordance with the laws and regulations in force. These verifications apply to any person involved in the provision of the service and must be proportional to the sensitivity or specificity of the information of the sponsor entrusted to the service provider as well as at the identified risks.,7.1.a
Cisco,CCF 142,"Candidate Competency and Compatibility - For every candidate that is hired, there is an interview and approval process prior to the candidate receiving an offer.",SecNumCloud,7.1.a,The service provider must document and implement a procedure for verifying information concerning its staff in accordance with the laws and regulations in force. These verifications apply to any person involved in the provision of the service and must be proportional to the sensitivity or specificity of the information of the sponsor entrusted to the service provider as well as at the identified risks.,7.1.a
Cisco,CCF 143,"National Security Clearance Review - [The Organization] conducts screening and rescreening of authorized personnel for roles that require national security clearances. For national security clearances; a reinvestigation is required during the 5th year for top secret security clearance, the 10th year for secret security clearance, and 15th year for confidential security clearance. In addition, for law enforcement and high impact public trust level, a reinvestigation is required during the 5th year.",SecNumCloud,7.1.a | 7.1.b,"The service provider must document and implement a procedure for verifying information concerning its staff in accordance with the laws and regulations in force. These verifications apply to any person involved in the provision of the service and must be proportional to the sensitivity or specificity of the information of the sponsor entrusted to the service provider as well as at the identified risks. For personnel with high administration privileges on the software and material components of the infrastructure, the provider must strengthen the checks intended to verify that the history of these are not incompatible with the exercise of their functions. I It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces.","7.1.a, 7.1.b"
Cisco,CCF 144,"Confidential Information Agreement - As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",SecNumCloud,7.2.c | 11.4.b,"The service provider must introduce, in the employment contract of staff with high administration privileges on the components and materials of the service infrastructure, a commitment of responsibility with a referral to the clauses of the Labor Code on the protection of business secrecy and intellectual property. It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces. The provider must document and implement work relating to work in private and sensitive areas. He must communicate these procedures to the stakeholders concerned.","7.2.c, 11.4.b"
Cisco,CCF 145,Non-Disclosure Agreement - [The Organization] employees are required to sign a non-disclosure agreement (PIIA) upon hire. This agreement prohibits any disclosure of information and other data to which the employee has been granted access. Systems  employees in jurisdictions where PIIA is not applicable are required to sign offer letters that outline clauses relevant to non-disclosure.,SecNumCloud,7.2.c | 11.4.b,"The service provider must introduce, in the employment contract of staff with high administration privileges on the components and materials of the service infrastructure, a commitment of responsibility with a referral to the clauses of the Labor Code on the protection of business secrecy and intellectual property. It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces. The provider must document and implement work relating to work in private and sensitive areas. He must communicate these procedures to the stakeholders concerned.","7.2.c, 11.4.b"
Cisco,CCF 146,"Code of Conduct - The [The Organization] maintains a Code of Conduct, which describes employee responsibilities and expected behavior regarding data and information system usage. [The Organization] employees must acknowledge that they have read and agree to the Code of Conduct as part of their onboarding process.",SecNumCloud,7.2.a | 7.2.b | 7.2.c | 11.4.b,"The service provider must have an ethics charter integrated into the internal regulations, providing in particular that: - the services are provided with loyalty, discretion and impartiality and under conditions of confidentiality of the information processed; - staff only use the provider's methods, tools and techniques; - the staff undertake not to disclose information to a third party, even anonymized and decontextualized, obtained or generated within the framework of the service without the formal and written authorization of the sponsor; - Staff undertake to report to the service provider any manifestly illicit content discovered during the service; - Staff agree to comply with the national legislation and regulation in force and good practices related to their activities. The service provider must have the ethics charter sign to all the people involved in the provision of the service. The service provider must introduce, in the employment contract of staff with high administration privileges on the components and materials of the service infrastructure, a commitment of responsibility with a referral to the clauses of the Labor Code on the protection of business secrecy and intellectual property. It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces. The provider must document and implement work relating to work in private and sensitive areas. He must communicate these procedures to the stakeholders concerned.","7.2.a, 7.2.b, 7.2.c, 11.4.b"
Cisco,CCF 147,"Performance Review - [The Organization] uses multiple technology platforms such as Team Space or Talent Space, to enable leaders to complete performance assessments and maintain continual communication with their team members.  ",SecNumCloud,7.1.b,"For personnel with high administration privileges on the software and material components of the infrastructure, the provider must strengthen the checks intended to verify that the history of these are not incompatible with the exercise of their functions. I It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces.",7.1.b
Cisco,CCF 149,Mobile Device Management - Authorized [The Organization] personnel must enroll mobile devices with the enterprise Mobile Device Management (MDM) solution prior to obtaining access to [The Organization] network resources on mobile devices.,SecNumCloud,12.12.c,"When the service provider authorizes a situation of mobility for the administrators under his responsibility, he must supervise it by a documented policy. The solution implemented must ensure that the level of security of this mobility situation is at least equivalent to the level of security outside mobility (see chapters 9.6 and 9.7). This solution must notably include: - the use of a encrypted, non -open and non -circumstances tunnel, for all flows (see chapter 10.2); - Full encryption of the disc (see chapter 10.1).",12.12.c
Cisco,CCF 152,"Security Awareness Training - At least annually, the [The Organization] provides resources for security awareness training (including cloud security awareness) to enable [The Organization] organizations to assign and track security awareness completion.",SecNumCloud,7.3.a | 12.4.b,The service provider must raise awareness of information security and the risks linked to data protection all the persons involved in the provision of the service. He must communicate the updates to relevant policies and procedures within the framework of their missions. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement awareness of its employees to the risks linked to malicious codes and good practices to reduce the impact of an infection.,"7.3.a, 7.3.b, 12.4.b"
Cisco,CCF 153,Training for Development and Growth - Training is provided to employees to support their continued development and growth. ,SecNumCloud,12.4.b,The service provider must document and implement awareness of its employees to the risks linked to malicious codes and good practices to reduce the impact of an infection.,12.4.b
Cisco,CCF 154,Secure Coding Training - Systems software engineers are required to complete training based on secure coding techniques at based on the defined frequency by [The Organization] policies.,SecNumCloud,12.4.b | 14.1.b,The service provider must document and implement awareness of its employees to the risks linked to malicious codes and good practices to reduce the impact of an infection. The service provider must document and implement a secure development training for the employees concerned.,"12.4.b, 14.1.b"
Cisco,CCF 159,Whistleblower Policy - A formalized whistleblower policy is established as part of the Code of Conduct and an anonymous communication channel is in place for employees to report potential security issues or fraud concerns.,SecNumCloud,7.2.a | 16.2.a,"The service provider must have an ethics charter integrated into the internal regulations, providing in particular that: - the services are provided with loyalty, discretion and impartiality and under conditions of confidentiality of the information processed; - staff only use the provider's methods, tools and techniques; - the staff undertake not to disclose information to a third party, even anonymized and decontextualized, obtained or generated within the framework of the service without the formal and written authorization of the sponsor; - Staff undertake to report to the service provider any manifestly illicit content discovered during the service; - Staff agree to comply with the national legislation and regulation in force and good practices related to their activities. The service provider must document and implement a procedure requiring its employees and third parties participating in the implementation of the service they account for any security incident, proven or suspected as well as any security flaws.","7.2.a, 16.2.a"
Cisco,CCF 160,Privileged Access to Production - Privileged access to in-scope system components and production environments is restricted to authorized and appropriate users only.,SecNumCloud,9.2.b | 9.3.c,The service provider must assign personal accounts when registering the users placed under his responsibility. The service provider must keep the inventory of users up to date under its responsibility with administration rights on the resources of the service information system.,"9.2.b, 9.3.c"
Cisco,CCF 161,Limited Audit Trail Access - Audit trails are secured through principles of least privilege to prevent unauthorized access or altering.,SecNumCloud,12.6.a | 12.6.b | 12.6.e | 12.7.a,"The service provider must document and implement a logging policy including at least the following elements: - the list of collection sources The service provider must generate and collect the following events: - user activities related to information security It is recommended that the journalization system implemented by the service provider respects the recommendations of [nt_journal]. The service provider must protect journalization equipment and journalized events against attacks on their availability, integrity or confidentiality, in accordance with chapter 3.2 of [nt_journal].","12.6.a, 12.6.b, 12.6.e, 12.7.a, 12.7.d, 12.7.e"
Cisco,CCF 162,Audit Log Monitoring - [The Organization] and its Systems monitor and flag tampering to the audit logging and monitoring tools in the production environment.,SecNumCloud,12.6.a | 12.6.b | 12.6.e | 12.7.a | 12.9.c | 12.14.a,"The service provider must document and implement a logging policy including at least the following elements: - the list of collection sources The service provider must generate and collect the following events: - user activities related to information security It is recommended that the journalization system implemented by the service provider respects the recommendations of [nt_journal]. The service provider must protect journalization equipment and journalized events against attacks on their availability, integrity or confidentiality, in accordance with chapter 3.2 of [nt_journal]. The service provider must pay the alarms reported by the infrastructure of analysis and correlation of events at least daily. The service provider must provide an inspection and deletion capacity of leaving the technical infrastructure relating to the perimeter of the service (invoicing information, any newspapers necessary for the processing of incidents, etc.): - The outgoing must be able to be expared from the data that can affect the confidentiality of the data of the sponsors; - This capacity for inspection and deletion must generate activity logs and must be able to be the subject of an audit of code; - The outgoing is treated on specific devices made and maintained by the service provider, and hosted in a partitioned area of ​​the rest of the infrastructure (of the demilitarized zone type as defined in [g_int]). Safety 4Objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","12.6.a, 12.6.b, 12.6.e, 12.7.a, 12.7.d, 12.9.c, 12.14.a"
Cisco,CCF 163,Log Ambiguity - Log data generated allows an unambiguous identification of user accesses at the tenant level to support (forensic) analysis in the event of a security incident. ,SecNumCloud,9.3.d | 9.3.e | 12.6.a | 12.6.b | 12.6.e | 12.14.a,"The service provider must be able to provide, for a given resource implementing the service, the list of all users having access to it, whether they are under the responsibility of the service provider or the sponsor as well as the access rights which have been allocated to them. The service provider must be able to provide, for a given user, whether they are under the responsibility of the service provider or the sponsor, the list of all its access rights on the various elements of the service system system. The service provider must document and implement a logging policy including at least the following elements: - the list of collection sources The service provider must generate and collect the following events: - user activities related to information security It is recommended that the journalization system implemented by the service provider respects the recommendations of [nt_journal]. The service provider must provide an inspection and deletion capacity of leaving the technical infrastructure relating to the perimeter of the service (invoicing information, any newspapers necessary for the processing of incidents, etc.): - The outgoing must be able to be expared from the data that can affect the confidentiality of the data of the sponsors; - This capacity for inspection and deletion must generate activity logs and must be able to be the subject of an audit of code; - The outgoing is treated on specific devices made and maintained by the service provider, and hosted in a partitioned area of ​​the rest of the infrastructure (of the demilitarized zone type as defined in [g_int]). Safety 4Objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","9.3.d, 9.3.e, 12.6.a, 12.6.b, 12.6.e, 12.14.a, 16.4.b"
Cisco,CCF 164,"Vendor Accounts - Vendor accounts used for remote access are enabled only during the time period needed, disabled when not in use, and monitored while in use.",SecNumCloud,11.2.1.g | 11.2.2.g | 12.13.a,"In the event of intervention (diagnostic, maintenance, or administration actions) in private zone by a visitor third party, the service provider must have supervised (follow, authorize, prohibit, question) actions by staff who have satisfied the verifications of the requirement 7.1.b. In the event of intervention (diagnostic, maintenance, or administration actions) in sensitive zone by a visitor third party, the service provider must have supervised (follow, authorize, prohibit, question) actions by staff who meet the verifications to the verifications of the requirement 7.1.b. As part of teleodiagnostic or telemaintment of infrastructure components, considering the risks of confidentiality of the data of the sponsors, the service provider must: - verify that the person to whom access must be authorized has satisfied the verifications of the requirement 7.1.b; - In the case of an intervention carried out by a person who has not satisfied the checks of the requirement 7.1.B, implement a secure gateway (rebound position) by which the person must connect and allow a supervision of actions (authorization or prohibition of actions, request for explanations, etc.) in real time, by a person who provides NAGE computer service providers (SecnumCloud) - Page itself satisfies the checks of the requirement 7.1.b. The secure gateway will have to meet the safety objectives4 specified in [G_EXT]; - Consider the actions carried out, once the access is authorized, as actions of administration and journalist as such; - Delete the authorization to access the end of the intervention.","11.2.1.g, 11.2.2.g, 12.13.a"
Cisco,CCF 166,Remote Sessions and logging - Remote access sessions are logged and event logs are retained for review when required.,SecNumCloud,12.13.a,"As part of teleodiagnostic or telemaintment of infrastructure components, considering the risks of confidentiality of the data of the sponsors, the service provider must: - verify that the person to whom access must be authorized has satisfied the verifications of the requirement 7.1.b; - In the case of an intervention carried out by a person who has not satisfied the checks of the requirement 7.1.B, implement a secure gateway (rebound position) by which the person must connect and allow a supervision of actions (authorization or prohibition of actions, request for explanations, etc.) in real time, by a person who provides NAGE computer service providers (SecnumCloud) - Page itself satisfies the checks of the requirement 7.1.b. The secure gateway will have to meet the safety objectives4 specified in [G_EXT]; - Consider the actions carried out, once the access is authorized, as actions of administration and journalist as such; - Delete the authorization to access the end of the intervention.","12.13.a, 16.4.b"
Cisco,CCF 167,"Privileged Account Activities - Use of Privileged accounts should be limited. Privileged accounts are not used to perform daily regular activities such as maintenance, non-security activity, etc. ",SecNumCloud,12.13.a,"As part of teleodiagnostic or telemaintment of infrastructure components, considering the risks of confidentiality of the data of the sponsors, the service provider must: - verify that the person to whom access must be authorized has satisfied the verifications of the requirement 7.1.b; - In the case of an intervention carried out by a person who has not satisfied the checks of the requirement 7.1.B, implement a secure gateway (rebound position) by which the person must connect and allow a supervision of actions (authorization or prohibition of actions, request for explanations, etc.) in real time, by a person who provides NAGE computer service providers (SecnumCloud) - Page itself satisfies the checks of the requirement 7.1.b. The secure gateway will have to meet the safety objectives4 specified in [G_EXT]; - Consider the actions carried out, once the access is authorized, as actions of administration and journalist as such; - Delete the authorization to access the end of the intervention.",12.13.a
Cisco,CCF 168,Access to Production & Multi-Factor Authentication - Access to production [The Organization] is restricted to authorized employees with a valid multi-factor (MFA) token and over an encrypted connection when applicable.,SecNumCloud,9.5.a | 9.5.c | 9.6.e | 9.6.f | 10.2.a | 10.2.b | 12.5.b,"The service provider must formalize and implement user authentication management procedures. In accordance with the requirements of Chapter 10, these must in particular relate to: - Management of authentication means (emission and reset password, update of CRL and import of root certificates in the event of the use of certificates, etc.). - The implementation of means allowing multiple factors authentication in order to respond to the different cases of use of the repository. - Systems that generate passwords or check their robustness, when password authentication is used. They must follow the recommendations of [G_AUTH]. As part of a SaaS service, the service provider must offer its sponsors of authentication means with multiple factors for access to end users. If administration interfaces are made available to sponsors with access via a public network, administration flows must be authenticated and encrypted with means in accordance with the requirements of Chapter 10.2. The service provider must implement a strong multi-factor authentication system for access to: Cloud computing service providers (SecNumCloud) - requirements framework Version Date Distribution criteria Page - to the administration interfaces used by the service provider When the service provider implements a network encryption mechanism, the latter must respect the rules of [crypto_b1]. When the service provider implements a network encryption mechanism, it is recommended that it respects the recommendations of [Crypto_B1]. The service provider must document and implement backup protection measures in accordance with the access control policy (see chapter 9). This policy must provide for a monthly review of traces of access to backups. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","9.5.a, 9.5.c, 9.6.e, 9.6.f, 10.2.a, 10.2.b, 12.5.b"
Cisco,CCF 169,User Provisioning - Logical access provisioning to information [The Organization] requires approval from appropriate personnel.,SecNumCloud,9.2.a | 9.2.b | 9.3.a | 12.5.b,"The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user. The service provider must assign personal accounts when registering the users placed under his responsibility. The service provider must document and implement a procedure to ensure the allocation, modification and withdrawal of access rights to the resources of the service system. The service provider must document and implement backup protection measures in accordance with the access control policy (see chapter 9). This policy must provide for a monthly review of traces of access to backups. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","9.2.a, 9.2.b, 9.3.a, 12.5.b"
Cisco,CCF 170,"Cloud Access Management - [The Organization] provides access controls to its cloud service customer to restrict access to its cloud services, cloud service functions, and data.",SecNumCloud,9.3.a | 9.3.b | 9.4.b | 9.6.f | 12.5.b | 12.10.b,"The service provider must document and implement a procedure to ensure the allocation, modification and withdrawal of access rights to the resources of the service system. The service provider must make available to its sponsors the tools and means which allow a differentiation of the roles of service users, for example according to their functional role. The service provider must make available to the sponsor a tool facilitating the review of the access rights of the users placed under the responsibility of the latter. The service provider must implement a strong multi-factor authentication system for access to: Cloud computing service providers (SecNumCloud) - requirements framework Version Date Distribution criteria Page - to the administration interfaces used by the service provider The service provider must document and implement backup protection measures in accordance with the access control policy (see chapter 9). This policy must provide for a monthly review of traces of access to backups. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a procedure for managing the software environment configuration made available to the sponsor, in particular for their maintenance in security condition.","9.3.a, 9.3.b, 9.4.b, 9.6.f, 9.6.g, 12.5.b, 12.10.b"
Cisco,CCF 171,Quarterly Access Reviews - Periodic access reviews are conducted by management for the in-scope system components to ensure that access is restricted appropriately. Tickets are created to remove or modify access as necessary in a timely manner.,SecNumCloud,9.3.c | 9.4.a | 9.4.c | 12.5.b,The service provider must keep the inventory of users up to date under its responsibility with administration rights on the resources of the service information system. The service provider must revise users' access rights annually to its perimeter of responsibility. The service provider must quarterly revise the list of users on its perimeter of liability that can use the technical accounts mentioned in the 9.2 b requirement). The service provider must document and implement backup protection measures in accordance with the access control policy (see chapter 9). This policy must provide for a monthly review of traces of access to backups. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,"9.3.c, 9.4.a, 9.4.c, 12.5.b"
Cisco,CCF 173,Unique [ The Organisation ] ID Log-In - Authentication to in-scope [The Organization] require unique [The Organization] ID credentials.,SecNumCloud,9.2.b | 9.3.d | 9.3.e | 9.6.f,"The service provider must assign personal accounts when registering the users placed under his responsibility. The service provider must be able to provide, for a given resource implementing the service, the list of all users having access to it, whether they are under the responsibility of the service provider or the sponsor as well as the access rights which have been allocated to them. The service provider must be able to provide, for a given user, whether they are under the responsibility of the service provider or the sponsor, the list of all its access rights on the various elements of the service system system. The service provider must implement a strong multi-factor authentication system for access to: Cloud computing service providers (SecNumCloud) - requirements framework Version Date Distribution criteria Page - to the administration interfaces used by the service provider","9.2.b, 9.3.d, 9.3.e, 9.6.f"
Cisco,CCF 174,Password Management & Configuration - Passwords for in-scope system components are configured according to the Systems policy.,SecNumCloud,9.5.a,"The service provider must formalize and implement user authentication management procedures. In accordance with the requirements of Chapter 10, these must in particular relate to: - Management of authentication means (emission and reset password, update of CRL and import of root certificates in the event of the use of certificates, etc.). - The implementation of means allowing multiple factors authentication in order to respond to the different cases of use of the repository. - Systems that generate passwords or check their robustness, when password authentication is used. They must follow the recommendations of [G_AUTH].",9.5.a
Cisco,CCF 175,Password Management & Configuration - Passwords for the corporate active directory is configured according to Systems policy.,SecNumCloud,9.5.a,"The service provider must formalize and implement user authentication management procedures. In accordance with the requirements of Chapter 10, these must in particular relate to: - Management of authentication means (emission and reset password, update of CRL and import of root certificates in the event of the use of certificates, etc.). - The implementation of means allowing multiple factors authentication in order to respond to the different cases of use of the repository. - Systems that generate passwords or check their robustness, when password authentication is used. They must follow the recommendations of [G_AUTH].",9.5.a
