controlId,model,nDCG,nDCG_nonZero,ground_truth_ids,predicted_ids
PM-04,all-MiniLM-L12-v2,1.0,1.0,['SSO-04'],"['SSO-04', 'OPS-12', 'COM-01', 'COM-03', 'COM-02', 'OPS-18', 'OPS-13', 'OPS-10', 'SIM-03', 'OPS-17', 'SIM-05', 'OPS-16', 'BCM-02', 'OPS-22', 'INQ-01', 'AM-03', 'DEV-02', 'OPS-20', 'SP-03', 'DEV-09', 'DEV-03', 'HR-02', 'OPS-07', 'AM-02', 'OPS-23', 'SSO-01', 'DEV-05', 'DEV-01', 'HR-06', 'OPS-08', 'SP-02', 'BCM-04', 'IDM-05', 'IDM-02', 'DEV-07', 'COS-02', 'SP-01', 'HR-01', 'PSS-04', 'INQ-03', 'OPS-02', 'OIS-04', 'IDM-09', 'OIS-06', 'IDM-01', 'PSS-02', 'DEV-06', 'SIM-01', 'OIS-05', 'OPS-19', 'OIS-01', 'SSO-03', 'OPS-04', 'SIM-04', 'PS-01', 'AM-01', 'COM-04', 'HR-05', 'OPS-01', 'DEV-08', 'OPS-11', 'PSS-01', 'OIS-07', 'PSS-03', 'OPS-21', 'SIM-02', 'CRY-01', 'AM-06', 'IDM-06', 'PS-04', 'HR-03', 'SSO-02', 'PS-02', 'OPS-15', 'OPS-03', 'INQ-04', 'BCM-01', 'COS-01', 'IDM-08', 'AM-04', 'COS-03', 'PSS-06', 'CRY-04', 'PS-06', 'AM-05', 'SSO-05', 'INQ-02', 'OPS-14', 'OIS-02', 'IDM-07', 'CRY-03', 'PSS-10', 'PI-03', 'OPS-05', 'PI-02', 'PI-01', 'IDM-03', 'CRY-02', 'PSS-11', 'OPS-06', 'PS-03', 'COS-07', 'DEV-10', 'OPS-24', 'IDM-04', 'COS-06', 'OPS-09', 'PSS-12']"
PM-05,all-MiniLM-L12-v2,1.0,1.0,['SSO-05'],"['SSO-05', 'AM-05', 'OIS-05', 'BCM-01', 'PI-03', 'OIS-06', 'BCM-02', 'OPS-08', 'PI-02', 'HR-05', 'SP-03', 'PS-02', 'SIM-05', 'OPS-09', 'PSS-06', 'OPS-20', 'BCM-04', 'SIM-01', 'OPS-14', 'CRY-01', 'AM-04', 'SP-02', 'DEV-01', 'HR-03', 'PS-03', 'OPS-18', 'SP-01', 'CRY-04', 'SIM-03', 'COS-01', 'OIS-02', 'OPS-06', 'OPS-07', 'COM-03', 'OIS-07', 'SIM-02', 'COM-04', 'OPS-01', 'OPS-17', 'OPS-04', 'AM-02', 'DEV-08', 'PS-06', 'DEV-03', 'OIS-04', 'COS-03', 'COM-02', 'DEV-02', 'DEV-06', 'OPS-19', 'HR-02', 'OPS-02', 'INQ-04', 'CRY-03', 'AM-01', 'SIM-04', 'IDM-09', 'OPS-12', 'PS-04', 'IDM-03', 'SSO-01', 'OPS-21', 'SSO-02', 'PSS-11', 'PSS-04', 'OIS-01', 'PSS-02', 'OPS-22', 'CRY-02', 'PSS-10', 'OPS-10', 'PSS-03', 'OPS-05', 'SSO-04', 'IDM-04', 'PI-01', 'DEV-09', 'IDM-05', 'IDM-02', 'AM-03', 'COS-02', 'DEV-05', 'OPS-13', 'COS-07', 'OPS-24', 'DEV-10', 'PS-01', 'OPS-15', 'OPS-03', 'IDM-01', 'OPS-23', 'PSS-01', 'IDM-08', 'COM-01', 'IDM-06', 'INQ-02', 'IDM-07', 'DEV-07', 'OPS-11', 'AM-06', 'PSS-12', 'SSO-03', 'COS-06', 'HR-06', 'INQ-01', 'HR-01', 'INQ-03', 'OPS-16']"
IM-01,all-MiniLM-L12-v2,0.46927872602275644,0.46927872602275644,"['SSO-01', 'SIM-01']","['SIM-01', 'SIM-05', 'COM-03', 'OIS-02', 'SIM-02', 'SIM-03', 'SP-02', 'SP-01', 'SP-03', 'OIS-06', 'COM-04', 'OIS-05', 'HR-02', 'COS-01', 'OPS-04', 'OPS-22', 'OIS-01', 'SSO-04', 'CRY-01', 'OPS-18', 'OPS-13', 'SIM-04', 'OPS-10', 'PS-03', 'HR-03', 'BCM-01', 'DEV-01', 'BCM-02', 'PS-01', 'OPS-12', 'CRY-04', 'HR-05', 'COS-02', 'COM-02', 'OIS-07', 'OPS-20', 'OPS-02', 'OPS-17', 'OPS-15', 'PS-06', 'COS-03', 'OPS-21', 'SSO-01', 'AM-05', 'OPS-11', 'AM-02', 'OPS-05', 'COM-01', 'OPS-09', 'INQ-04', 'IDM-06', 'PS-04', 'OPS-16', 'OPS-07', 'PSS-04', 'IDM-01', 'IDM-02', 'INQ-01', 'DEV-03', 'OIS-04', 'OPS-06', 'SSO-02', 'AM-06', 'AM-01', 'PSS-02', 'PSS-01', 'CRY-02', 'PSS-06', 'OPS-23', 'IDM-05', 'OPS-01', 'OPS-14', 'PSS-03', 'INQ-02', 'IDM-09', 'OPS-08', 'AM-03', 'INQ-03', 'PS-02', 'DEV-07', 'OPS-19', 'CRY-03', 'DEV-05', 'PSS-10', 'DEV-08', 'IDM-07', 'HR-06', 'DEV-09', 'SSO-03', 'PI-01', 'IDM-08', 'PI-03', 'IDM-03', 'HR-01', 'AM-04', 'DEV-02', 'PSS-11', 'COS-06', 'COS-07', 'SSO-05', 'BCM-04', 'OPS-24', 'OPS-03', 'DEV-06', 'PI-02', 'IDM-04', 'PSS-12', 'DEV-10']"
IM-02,all-MiniLM-L12-v2,0.35620718710802235,0.35620718710802235,['SIM-02'],"['SIM-05', 'SIM-01', 'SIM-03', 'OPS-13', 'SIM-02', 'COM-03', 'OPS-15', 'COS-01', 'SIM-04', 'OPS-12', 'SP-03', 'OPS-10', 'OPS-22', 'OIS-05', 'OPS-17', 'COM-04', 'OIS-07', 'PSS-04', 'SSO-04', 'PS-03', 'OPS-20', 'SP-02', 'INQ-01', 'OPS-18', 'PSS-02', 'HR-05', 'COS-03', 'BCM-02', 'COM-02', 'INQ-04', 'OIS-02', 'OPS-21', 'OPS-07', 'COS-02', 'PS-06', 'OIS-04', 'OIS-01', 'PS-01', 'OIS-06', 'CRY-01', 'HR-03', 'OPS-04', 'OPS-11', 'INQ-03', 'IDM-05', 'HR-02', 'OPS-14', 'OPS-16', 'OPS-19', 'SSO-01', 'SSO-02', 'IDM-06', 'PSS-06', 'AM-03', 'SP-01', 'DEV-01', 'PSS-03', 'COM-01', 'CRY-04', 'CRY-02', 'OPS-09', 'IDM-08', 'IDM-07', 'AM-01', 'SSO-03', 'AM-05', 'OPS-24', 'OPS-05', 'IDM-01', 'BCM-01', 'IDM-09', 'OPS-02', 'DEV-07', 'HR-01', 'PSS-01', 'IDM-03', 'AM-02', 'IDM-02', 'AM-06', 'PS-04', 'HR-06', 'PI-01', 'INQ-02', 'PI-03', 'AM-04', 'OPS-08', 'OPS-23', 'PS-02', 'DEV-08', 'PSS-10', 'COS-06', 'DEV-05', 'DEV-02', 'DEV-06', 'CRY-03', 'DEV-03', 'COS-07', 'OPS-06', 'DEV-09', 'BCM-04', 'OPS-01', 'SSO-05', 'IDM-04', 'OPS-03', 'PSS-11', 'PI-02', 'DEV-10', 'PSS-12']"
IM-03,all-MiniLM-L12-v2,0.4306765580733929,0.4306765580733929,['SIM-03'],"['SIM-05', 'SIM-01', 'SIM-03', 'COM-03', 'SIM-04', 'OPS-13', 'SP-03', 'SP-02', 'SIM-02', 'OPS-15', 'OPS-12', 'SSO-04', 'OPS-10', 'COM-02', 'OPS-18', 'OIS-05', 'OPS-04', 'COS-01', 'PSS-04', 'COM-04', 'COM-01', 'SP-01', 'OIS-06', 'OPS-17', 'DEV-01', 'OPS-22', 'CRY-01', 'PS-03', 'OIS-01', 'HR-05', 'OPS-16', 'HR-02', 'OPS-11', 'OIS-02', 'OPS-20', 'PS-01', 'BCM-02', 'PSS-02', 'COS-03', 'PS-06', 'COS-02', 'AM-02', 'SSO-01', 'HR-03', 'OIS-07', 'PI-01', 'PSS-03', 'INQ-01', 'IDM-06', 'OPS-21', 'INQ-04', 'CRY-04', 'OPS-07', 'AM-03', 'PSS-01', 'DEV-07', 'OIS-04', 'OPS-19', 'IDM-05', 'SSO-02', 'HR-06', 'DEV-02', 'OPS-14', 'IDM-09', 'PS-04', 'IDM-07', 'IDM-08', 'INQ-03', 'OPS-09', 'OPS-02', 'AM-06', 'AM-05', 'DEV-03', 'IDM-01', 'AM-01', 'CRY-02', 'OPS-05', 'OPS-23', 'SSO-03', 'OPS-08', 'IDM-02', 'PSS-06', 'CRY-03', 'OPS-06', 'INQ-02', 'HR-01', 'DEV-08', 'DEV-05', 'PSS-10', 'PI-03', 'PS-02', 'IDM-03', 'BCM-01', 'OPS-24', 'COS-07', 'AM-04', 'DEV-06', 'DEV-09', 'OPS-01', 'BCM-04', 'COS-06', 'PI-02', 'SSO-05', 'DEV-10', 'IDM-04', 'PSS-11', 'OPS-03', 'PSS-12']"
IM-04,all-MiniLM-L12-v2,0.5000000000000002,0.5000000000000002,['SIM-04'],"['SIM-05', 'SIM-04', 'SIM-01', 'COM-03', 'SIM-03', 'OPS-13', 'SIM-02', 'OPS-22', 'SP-02', 'SSO-04', 'OPS-17', 'OPS-10', 'SP-03', 'OPS-12', 'OPS-15', 'OPS-16', 'IDM-06', 'OPS-18', 'OIS-05', 'PS-03', 'PSS-04', 'OIS-02', 'HR-02', 'HR-05', 'OPS-04', 'COS-01', 'INQ-01', 'OIS-07', 'OPS-20', 'SP-01', 'PS-01', 'COM-04', 'COM-02', 'OIS-06', 'OIS-04', 'PSS-02', 'IDM-05', 'DEV-01', 'PS-06', 'BCM-02', 'IDM-01', 'COS-03', 'INQ-04', 'COS-02', 'OPS-11', 'SSO-02', 'CRY-01', 'OPS-19', 'AM-05', 'OPS-21', 'COM-01', 'HR-03', 'INQ-03', 'SSO-01', 'INQ-02', 'IDM-03', 'OIS-01', 'OPS-05', 'OPS-07', 'PSS-03', 'PS-04', 'AM-03', 'CRY-04', 'IDM-02', 'DEV-07', 'HR-01', 'AM-02', 'OPS-02', 'IDM-09', 'PSS-01', 'IDM-07', 'OPS-14', 'PSS-06', 'HR-06', 'OPS-09', 'IDM-08', 'BCM-01', 'OPS-23', 'SSO-03', 'OPS-08', 'CRY-03', 'AM-06', 'DEV-03', 'DEV-02', 'PSS-10', 'CRY-02', 'PS-02', 'DEV-06', 'DEV-05', 'AM-04', 'DEV-09', 'PI-01', 'PI-03', 'AM-01', 'OPS-06', 'IDM-04', 'PSS-11', 'DEV-08', 'OPS-24', 'DEV-10', 'BCM-04', 'OPS-01', 'COS-06', 'SSO-05', 'COS-07', 'OPS-03', 'PI-02', 'PSS-12']"
IM-05,all-MiniLM-L12-v2,1.0,1.0,['OPS-21'],"['OPS-21', 'IDM-07', 'OIS-07', 'SIM-04', 'SIM-01', 'INQ-02', 'OIS-04', 'SSO-03', 'SSO-02', 'OPS-17', 'DEV-09', 'AM-05', 'SIM-02', 'OPS-03', 'HR-03', 'PSS-04', 'INQ-04', 'SSO-04', 'OIS-05', 'OPS-02', 'OPS-20', 'BCM-02', 'SSO-05', 'SSO-01', 'PSS-01', 'AM-03', 'PSS-03', 'OPS-24', 'OPS-19', 'CRY-03', 'IDM-05', 'COS-02', 'OPS-10', 'HR-02', 'OPS-22', 'PSS-02', 'OPS-18', 'COS-01', 'INQ-03', 'DEV-06', 'BCM-01', 'PSS-11', 'OIS-02', 'HR-01', 'IDM-01', 'PI-02', 'PI-03', 'OPS-01', 'OIS-01', 'COS-07', 'CRY-02', 'AM-01', 'OPS-07', 'PSS-12', 'COM-04', 'SP-02', 'SP-01', 'COS-06', 'PSS-10', 'HR-06', 'IDM-06', 'IDM-02', 'INQ-01', 'PSS-06', 'PI-01', 'PS-02', 'SIM-03', 'PS-06', 'IDM-09', 'DEV-01', 'OPS-09', 'OPS-05', 'COM-01', 'OPS-16', 'DEV-03', 'PS-01', 'CRY-04', 'OPS-14', 'DEV-02', 'AM-04', 'IDM-03', 'SIM-05', 'OPS-13', 'PS-03', 'OPS-11', 'AM-06', 'IDM-08', 'OPS-23', 'DEV-07', 'OPS-15', 'COM-03', 'OIS-06', 'BCM-04', 'IDM-04', 'OPS-06', 'COM-02', 'SP-03', 'HR-05', 'PS-04', 'OPS-12', 'COS-03', 'OPS-04', 'DEV-10', 'CRY-01', 'OPS-08', 'AM-02', 'DEV-05', 'DEV-08']"
IM-06,all-MiniLM-L12-v2,1.0,1.0,['SIM-05'],"['SIM-05', 'OPS-20', 'COM-04', 'INQ-01', 'DEV-09', 'OIS-06', 'DEV-05', 'AM-03', 'SIM-02', 'HR-03', 'HR-01', 'OPS-08', 'AM-01', 'DEV-06', 'BCM-01', 'IDM-02', 'SP-02', 'INQ-04', 'SSO-05', 'COM-02', 'OIS-01', 'SSO-02', 'COM-03', 'OPS-19', 'PSS-02', 'IDM-05', 'SP-03', 'OIS-07', 'OIS-05', 'AM-04', 'AM-06', 'SIM-03', 'DEV-02', 'DEV-10', 'BCM-04', 'OPS-14', 'INQ-03', 'OPS-01', 'OIS-04', 'OPS-17', 'DEV-01', 'DEV-03', 'OPS-03', 'SP-01', 'AM-02', 'COS-03', 'PSS-03', 'AM-05', 'IDM-03', 'OPS-21', 'OPS-22', 'PI-03', 'OPS-07', 'IDM-07', 'OPS-02', 'OPS-18', 'SSO-04', 'BCM-02', 'CRY-01', 'PSS-10', 'SIM-01', 'OPS-23', 'OPS-13', 'PS-02', 'COS-07', 'SSO-03', 'HR-05', 'PSS-01', 'OPS-05', 'IDM-01', 'OPS-04', 'HR-02', 'PSS-06', 'IDM-09', 'PSS-04', 'CRY-04', 'PSS-11', 'IDM-08', 'CRY-02', 'PS-03', 'OPS-09', 'SSO-01', 'OIS-02', 'DEV-08', 'OPS-24', 'OPS-12', 'IDM-06', 'IDM-04', 'PS-06', 'HR-06', 'OPS-15', 'INQ-02', 'SIM-04', 'OPS-06', 'COS-01', 'PI-02', 'COM-01', 'OPS-11', 'PI-01', 'COS-06', 'OPS-10', 'DEV-07', 'CRY-03', 'COS-02', 'PS-04', 'PS-01', 'OPS-16', 'PSS-12']"
IM-07,all-MiniLM-L12-v2,0.5706417189553201,0.5706417189553201,['SIM-05'],"['SIM-03', 'INQ-03', 'SIM-05', 'OPS-06', 'OPS-12', 'PI-03', 'OPS-08', 'OPS-07', 'INQ-04', 'OPS-13', 'OPS-11', 'AM-05', 'OPS-15', 'AM-02', 'SIM-01', 'OPS-14', 'INQ-01', 'SIM-02', 'OIS-06', 'AM-01', 'HR-05', 'AM-06', 'SSO-04', 'OPS-20', 'SIM-04', 'OPS-23', 'OPS-10', 'BCM-02', 'HR-01', 'COM-02', 'OPS-21', 'OPS-09', 'OIS-04', 'DEV-08', 'AM-04', 'SP-03', 'HR-02', 'COM-03', 'COM-01', 'HR-06', 'OPS-24', 'DEV-07', 'OIS-05', 'OPS-19', 'PS-06', 'OPS-02', 'BCM-04', 'OPS-04', 'IDM-07', 'COS-01', 'PS-03', 'OPS-22', 'SSO-03', 'SP-02', 'IDM-05', 'DEV-03', 'OPS-17', 'OIS-07', 'DEV-09', 'CRY-01', 'OPS-18', 'DEV-10', 'DEV-05', 'PSS-06', 'PI-02', 'AM-03', 'SSO-02', 'PSS-04', 'PI-01', 'SSO-01', 'CRY-03', 'OIS-01', 'BCM-01', 'IDM-02', 'PS-02', 'IDM-06', 'PS-04', 'SP-01', 'COS-06', 'PS-01', 'COM-04', 'PSS-11', 'COS-07', 'IDM-08', 'IDM-09', 'PSS-02', 'OIS-02', 'HR-03', 'IDM-01', 'DEV-06', 'OPS-05', 'DEV-01', 'INQ-02', 'CRY-02', 'OPS-16', 'PSS-12', 'DEV-02', 'PSS-01', 'PSS-10', 'CRY-04', 'SSO-05', 'PSS-03', 'COS-03', 'IDM-04', 'IDM-03', 'COS-02', 'OPS-01', 'OPS-03']"
BC-01,all-MiniLM-L12-v2,1.0,1.0,['BCM-01'],"['BCM-01', 'BCM-04', 'HR-05', 'SSO-05', 'COM-04', 'AM-05', 'OIS-06', 'OPS-02', 'OIS-02', 'HR-02', 'BCM-02', 'PI-02', 'SP-01', 'SP-02', 'SSO-04', 'OPS-21', 'IDM-02', 'DEV-09', 'AM-02', 'OPS-12', 'COM-02', 'OPS-20', 'OIS-01', 'SIM-01', 'OPS-01', 'OPS-10', 'SIM-03', 'OPS-08', 'OIS-04', 'SSO-01', 'IDM-01', 'SSO-03', 'OPS-16', 'OPS-07', 'AM-01', 'SP-03', 'PS-02', 'OIS-05', 'OPS-22', 'OPS-14', 'DEV-03', 'COM-03', 'DEV-05', 'PI-03', 'OPS-06', 'OPS-23', 'COM-01', 'OPS-17', 'DEV-07', 'OPS-03', 'OPS-18', 'DEV-01', 'IDM-05', 'PS-06', 'HR-06', 'IDM-06', 'SIM-04', 'CRY-04', 'CRY-01', 'PSS-12', 'COS-02', 'INQ-02', 'OIS-07', 'SIM-05', 'IDM-03', 'PSS-06', 'DEV-08', 'OPS-11', 'SIM-02', 'AM-04', 'PSS-11', 'PS-04', 'HR-03', 'HR-01', 'INQ-03', 'OPS-04', 'IDM-09', 'INQ-04', 'PSS-01', 'IDM-07', 'AM-06', 'AM-03', 'DEV-02', 'OPS-09', 'OPS-13', 'INQ-01', 'PSS-10', 'CRY-03', 'COS-07', 'PS-01', 'IDM-04', 'SSO-02', 'OPS-05', 'CRY-02', 'COS-01', 'PSS-03', 'DEV-10', 'PI-01', 'PSS-04', 'OPS-24', 'COS-06', 'OPS-15', 'OPS-19', 'COS-03', 'PS-03', 'DEV-06', 'IDM-08', 'PSS-02']"
BC-02,all-MiniLM-L12-v2,0.9747429528567879,0.9747429528567879,"['BCM-02', 'BCM-04']","['BCM-04', 'OPS-20', 'BCM-02', 'SIM-05', 'AM-01', 'OIS-05', 'PI-03', 'IDM-05', 'INQ-01', 'INQ-04', 'OPS-07', 'SSO-05', 'OPS-21', 'IDM-02', 'PI-02', 'INQ-03', 'OIS-04', 'SIM-03', 'COM-03', 'OIS-06', 'OIS-07', 'COM-04', 'SIM-02', 'DEV-05', 'SSO-04', 'HR-05', 'AM-05', 'OPS-08', 'DEV-07', 'DEV-09', 'OPS-19', 'OPS-02', 'SIM-04', 'OPS-15', 'OIS-01', 'SP-03', 'SIM-01', 'AM-04', 'OPS-13', 'OPS-17', 'IDM-07', 'DEV-08', 'BCM-01', 'HR-06', 'SSO-03', 'OPS-18', 'PSS-02', 'DEV-02', 'COM-02', 'DEV-06', 'SSO-01', 'OPS-22', 'OPS-12', 'DEV-03', 'OPS-10', 'SSO-02', 'AM-03', 'IDM-01', 'AM-02', 'COM-01', 'OPS-03', 'OIS-02', 'SP-02', 'OPS-01', 'HR-02', 'DEV-10', 'OPS-14', 'HR-03', 'IDM-06', 'OPS-24', 'SP-01', 'AM-06', 'IDM-04', 'INQ-02', 'COS-02', 'IDM-09', 'DEV-01', 'COS-01', 'IDM-03', 'PSS-04', 'OPS-16', 'CRY-04', 'PSS-03', 'OPS-11', 'PS-01', 'PSS-01', 'PSS-10', 'PS-04', 'CRY-02', 'OPS-09', 'OPS-05', 'OPS-23', 'CRY-03', 'PI-01', 'COS-06', 'PS-02', 'COS-07', 'PSS-06', 'HR-01', 'PS-06', 'CRY-01', 'OPS-06', 'PS-03', 'OPS-04', 'COS-03', 'PSS-12', 'IDM-08', 'PSS-11']"
BC-03,all-MiniLM-L12-v2,0.7227265726449519,0.7227265726449519,"['BCM-02', 'BCM-04']","['BCM-04', 'SSO-05', 'BCM-01', 'SIM-03', 'HR-05', 'OPS-21', 'AM-05', 'PI-02', 'AM-01', 'OPS-20', 'OIS-06', 'OPS-01', 'BCM-02', 'OIS-05', 'PS-02', 'OPS-02', 'SP-03', 'HR-06', 'AM-02', 'DEV-09', 'PI-03', 'OPS-08', 'COM-02', 'OIS-04', 'DEV-05', 'INQ-03', 'OPS-07', 'HR-02', 'OPS-12', 'DEV-02', 'COM-04', 'OPS-22', 'COM-03', 'OPS-14', 'COM-01', 'SIM-01', 'SP-02', 'IDM-02', 'SSO-03', 'DEV-03', 'SSO-04', 'SIM-05', 'AM-03', 'OIS-01', 'SIM-04', 'IDM-05', 'SP-01', 'HR-01', 'DEV-01', 'OIS-07', 'OPS-23', 'OPS-18', 'SSO-01', 'PS-06', 'INQ-02', 'OPS-03', 'OIS-02', 'HR-03', 'CRY-01', 'INQ-04', 'INQ-01', 'OPS-09', 'PSS-12', 'DEV-08', 'OPS-06', 'OPS-13', 'OPS-10', 'PSS-10', 'AM-06', 'SIM-02', 'CRY-04', 'IDM-07', 'OPS-17', 'DEV-06', 'OPS-24', 'PSS-11', 'CRY-03', 'DEV-07', 'OPS-19', 'IDM-06', 'IDM-01', 'COS-07', 'COS-02', 'PSS-06', 'PSS-03', 'IDM-03', 'AM-04', 'CRY-02', 'DEV-10', 'IDM-09', 'SSO-02', 'PSS-02', 'OPS-16', 'PS-01', 'PSS-01', 'COS-06', 'OPS-11', 'OPS-04', 'IDM-04', 'PS-04', 'PI-01', 'OPS-05', 'PS-03', 'IDM-08', 'COS-03', 'OPS-15', 'COS-01', 'PSS-04']"
BC-04,all-MiniLM-L12-v2,1.0,1.0,['BCM-04'],"['BCM-04', 'OPS-08', 'HR-05', 'DEV-06', 'SSO-05', 'OPS-07', 'OPS-20', 'HR-01', 'PS-02', 'DEV-03', 'OPS-19', 'AM-01', 'COM-02', 'BCM-01', 'AM-05', 'PI-02', 'AM-02', 'BCM-02', 'INQ-01', 'IDM-05', 'COM-03', 'PSS-06', 'DEV-05', 'INQ-03', 'OIS-04', 'OPS-12', 'SIM-03', 'SIM-05', 'IDM-02', 'OIS-06', 'OPS-06', 'DEV-09', 'SP-03', 'OPS-23', 'IDM-03', 'DEV-10', 'PI-03', 'OPS-01', 'OPS-22', 'OIS-01', 'DEV-02', 'DEV-01', 'SP-02', 'OPS-14', 'OPS-18', 'IDM-06', 'OPS-02', 'OPS-24', 'SSO-04', 'PSS-02', 'COM-01', 'HR-06', 'IDM-04', 'COM-04', 'OPS-21', 'HR-02', 'PSS-04', 'PSS-10', 'OPS-13', 'PS-06', 'IDM-01', 'OIS-05', 'SP-01', 'IDM-09', 'OPS-10', 'INQ-04', 'AM-03', 'PS-03', 'PSS-11', 'SIM-02', 'OPS-15', 'PS-04', 'PSS-03', 'AM-06', 'SSO-02', 'SIM-01', 'SSO-03', 'HR-03', 'OIS-07', 'PS-01', 'CRY-01', 'COS-03', 'OPS-03', 'DEV-07', 'PI-01', 'IDM-07', 'COS-07', 'CRY-03', 'OPS-16', 'OPS-11', 'CRY-04', 'PSS-12', 'COS-06', 'PSS-01', 'OPS-09', 'INQ-02', 'OPS-04', 'OPS-17', 'SIM-04', 'SSO-01', 'IDM-08', 'CRY-02', 'AM-04', 'DEV-08', 'COS-02', 'OIS-02', 'COS-01', 'OPS-05']"
CO-01,all-MiniLM-L12-v2,1.0,1.0,['COM-01'],"['COM-01', 'OPS-12', 'COM-03', 'SSO-04', 'OPS-18', 'COM-02', 'IDM-02', 'HR-02', 'SP-03', 'HR-01', 'COS-02', 'DEV-02', 'SP-01', 'HR-06', 'AM-02', 'PS-01', 'OPS-23', 'AM-03', 'IDM-09', 'DEV-05', 'DEV-09', 'DEV-01', 'IDM-05', 'PS-04', 'PSS-01', 'OIS-06', 'INQ-01', 'BCM-02', 'SIM-05', 'IDM-01', 'SIM-03', 'OPS-22', 'SSO-01', 'OPS-04', 'SP-02', 'INQ-03', 'CRY-01', 'AM-06', 'OPS-11', 'OIS-04', 'OPS-16', 'OPS-08', 'OPS-10', 'DEV-03', 'DEV-07', 'OIS-01', 'SIM-01', 'IDM-08', 'OIS-05', 'OPS-13', 'OPS-20', 'PSS-02', 'HR-05', 'BCM-04', 'OPS-02', 'DEV-06', 'IDM-06', 'PSS-04', 'SIM-02', 'SSO-03', 'OPS-19', 'PSS-03', 'CRY-04', 'PI-01', 'CRY-03', 'AM-04', 'OIS-07', 'COS-03', 'OPS-17', 'OPS-15', 'OPS-01', 'AM-01', 'IDM-07', 'PS-02', 'OIS-02', 'CRY-02', 'OPS-07', 'INQ-04', 'AM-05', 'PI-03', 'SSO-02', 'HR-03', 'COS-01', 'PSS-10', 'PI-02', 'PS-06', 'IDM-03', 'SIM-04', 'PS-03', 'PSS-11', 'COM-04', 'DEV-08', 'OPS-14', 'PSS-06', 'SSO-05', 'OPS-06', 'OPS-21', 'BCM-01', 'INQ-02', 'OPS-05', 'OPS-24', 'COS-07', 'OPS-03', 'IDM-04', 'OPS-09', 'COS-06', 'PSS-12', 'DEV-10']"
CO-02,all-MiniLM-L12-v2,1.0,1.0,['COM-02'],"['COM-02', 'SP-02', 'OIS-06', 'OPS-10', 'OPS-13', 'SP-03', 'OPS-12', 'INQ-01', 'SSO-04', 'SP-01', 'HR-02', 'COM-03', 'SIM-05', 'OPS-16', 'INQ-03', 'SIM-03', 'SSO-01', 'OIS-05', 'OPS-17', 'AM-02', 'OPS-07', 'HR-05', 'OPS-20', 'BCM-02', 'SIM-02', 'AM-01', 'IDM-05', 'AM-05', 'HR-06', 'DEV-01', 'PSS-04', 'OPS-14', 'BCM-04', 'COM-04', 'INQ-04', 'OPS-02', 'IDM-02', 'SIM-01', 'OPS-15', 'OPS-22', 'OIS-07', 'OPS-08', 'OPS-18', 'COM-01', 'DEV-05', 'DEV-03', 'DEV-09', 'SSO-03', 'OPS-04', 'OIS-04', 'AM-03', 'SIM-04', 'OIS-02', 'IDM-06', 'CRY-01', 'HR-01', 'OIS-01', 'DEV-07', 'SSO-02', 'OPS-01', 'IDM-01', 'HR-03', 'CRY-04', 'OPS-19', 'OPS-11', 'INQ-02', 'AM-06', 'COS-02', 'DEV-08', 'DEV-02', 'OPS-05', 'PS-01', 'PSS-02', 'AM-04', 'COS-03', 'SSO-05', 'OPS-09', 'OPS-21', 'PI-03', 'BCM-01', 'PS-04', 'DEV-06', 'IDM-09', 'OPS-06', 'CRY-03', 'PSS-01', 'IDM-07', 'COS-01', 'OPS-23', 'PS-06', 'PSS-03', 'PS-03', 'DEV-10', 'PSS-10', 'OPS-03', 'CRY-02', 'IDM-03', 'IDM-08', 'OPS-24', 'PSS-12', 'PI-01', 'PSS-06', 'COS-07', 'PI-02', 'COS-06', 'PS-02', 'PSS-11', 'IDM-04']"
